episode,score,steps,epsilon,q_table_size
2789,1,9,0.247871,12692
2790,2,34,0.247747,12692
2791,0,6,0.247623,12692
2792,0,8,0.247499,12692
2793,2,18,0.247375,12692
2794,1,8,0.247251,12692
2795,8,91,0.247128,12692
2796,4,50,0.247004,12692
2797,1,7,0.246881,12692
2798,6,49,0.246757,12692
2799,2,12,0.246634,12692
2800,4,50,0.246511,12692
2801,1,12,0.246387,12692
2802,3,31,0.246264,12692
2803,5,46,0.246141,12692
2804,3,24,0.246018,12692
2805,5,57,0.245895,12692
2806,4,20,0.245772,12692
2807,0,10,0.245649,12692
2808,1,11,0.245526,12692
2809,1,11,0.245404,12692
2810,4,55,0.245281,12692
2811,3,35,0.245158,12692
2812,0,9,0.245036,12692
2813,0,7,0.244913,12692
2814,1,7,0.244791,12692
2815,5,50,0.244668,12692
2816,5,84,0.244546,12692
2817,2,15,0.244424,12692
2818,5,64,0.244301,12692
2819,4,27,0.244179,12692
2820,1,13,0.244057,12692
2821,4,40,0.243935,12692
2822,1,8,0.243813,12692
2823,1,7,0.243691,12692
2824,4,36,0.243569,12692
2825,6,56,0.243448,12692
2826,1,12,0.243326,12692
2827,1,9,0.243204,12692
2828,0,6,0.243083,12692
2829,1,14,0.242961,12692
2830,1,14,0.242840,12692
2831,5,40,0.242718,12692
2832,1,16,0.242597,12692
2833,7,57,0.242476,12692
2834,4,83,0.242354,12692
2835,9,64,0.242233,12692
2836,4,61,0.242112,12692
2837,0,6,0.241991,12692
2838,5,39,0.241870,12692
2839,4,41,0.241749,12692
2840,4,35,0.241628,12692
2841,4,37,0.241507,12692
2842,4,63,0.241387,12692
2843,1,9,0.241266,12692
2844,3,41,0.241145,12692
2845,3,31,0.241025,12692
2846,2,25,0.240904,12692
2847,3,20,0.240784,12692
2848,3,43,0.240663,12692
2849,3,27,0.240543,12692
2850,4,40,0.240423,12692
2851,6,80,0.240303,12692
2852,2,16,0.240182,12692
2853,2,34,0.240062,12692
2854,1,7,0.239942,12692
2855,0,9,0.239822,12692
2856,8,65,0.239702,12692
2857,4,53,0.239583,12692
2858,0,7,0.239463,12692
2859,1,18,0.239343,12692
2860,2,23,0.239223,12692
2861,3,31,0.239104,12692
2862,2,21,0.238984,12692
2863,2,33,0.238865,12692
2864,3,31,0.238745,12692
2865,0,6,0.238626,12692
2866,3,30,0.238507,12692
2867,2,28,0.238387,12692
2868,2,12,0.238268,12692
2869,4,60,0.238149,12692
2870,3,43,0.238030,12692
2871,2,26,0.237911,12692
2872,4,53,0.237792,12692
2873,0,5,0.237673,12692
2874,2,14,0.237554,12692
2875,0,6,0.237435,12692
2876,1,8,0.237317,12692
2877,3,49,0.237198,12692
2878,6,84,0.237079,12692
2879,3,49,0.236961,12692
2880,8,92,0.236842,12692
2881,11,135,0.236724,12692
2882,3,31,0.236606,12692
2883,3,27,0.236487,12692
2884,5,59,0.236369,12692
2885,5,51,0.236251,12692
2886,5,43,0.236133,12692
2887,2,24,0.236015,12692
2888,2,19,0.235897,12692
2889,4,41,0.235779,12692
2890,4,35,0.235661,12692
2891,7,72,0.235543,12692
2892,1,9,0.235425,12692
2893,4,28,0.235308,12692
2894,6,65,0.235190,12692
2895,3,29,0.235072,12692
2896,5,70,0.234955,12692
2897,1,13,0.234837,12692
2898,1,17,0.234720,12692
2899,3,32,0.234603,12692
2900,13,128,0.234485,12692
2901,7,81,0.234368,12692
2902,4,52,0.234251,12692
2903,6,94,0.234134,12692
2904,6,64,0.234017,12693
2905,2,15,0.233900,12693
2906,3,31,0.233783,12693
2907,3,22,0.233666,12693
2908,6,53,0.233549,12693
2909,4,60,0.233432,12693
2910,1,14,0.233315,12693
2911,2,18,0.233199,12693
2912,9,59,0.233082,12693
2913,4,45,0.232966,12693
2914,1,24,0.232849,12693
2915,2,36,0.232733,12693
2916,4,55,0.232616,12693
2917,5,51,0.232500,12693
2918,2,16,0.232384,12693
2919,4,31,0.232268,12693
2920,1,20,0.232151,12693
2921,4,48,0.232035,12693
2922,4,41,0.231919,12693
2923,4,46,0.231803,12693
2924,4,33,0.231688,12693
2925,5,57,0.231572,12693
2926,4,28,0.231456,12693
2927,6,63,0.231340,12693
2928,4,44,0.231225,12693
2929,5,54,0.231109,12693
2930,4,36,0.230993,12693
2931,0,6,0.230878,12693
2932,5,44,0.230762,12693
2933,2,6,0.230647,12693
2934,6,67,0.230532,12693
2935,2,19,0.230416,12693
2936,3,27,0.230301,12693
2937,1,10,0.230186,12693
2938,5,47,0.230071,12693
2939,1,8,0.229956,12693
2940,4,31,0.229841,12693
2941,1,19,0.229726,12693
2942,5,44,0.229611,12693
2943,7,103,0.229496,12694
2944,1,10,0.229382,12694
2945,2,23,0.229267,12694
2946,2,10,0.229152,12694
2947,0,10,0.229038,12694
2948,3,19,0.228923,12694
2949,3,32,0.228809,12694
2950,1,21,0.228694,12694
2951,5,57,0.228580,12694
2952,3,27,0.228466,12694
2953,4,45,0.228351,12694
2954,8,62,0.228237,12694
2955,7,65,0.228123,12694
2956,1,10,0.228009,12694
2957,3,35,0.227895,12694
2958,1,19,0.227781,12694
2959,1,10,0.227667,12694
2960,3,21,0.227553,12694
2961,5,49,0.227440,12694
2962,1,14,0.227326,12694
2963,5,51,0.227212,12694
2964,5,59,0.227099,12694
2965,8,85,0.226985,12694
2966,2,15,0.226872,12694
2967,4,50,0.226758,12694
2968,1,23,0.226645,12694
2969,5,37,0.226532,12694
2970,3,24,0.226418,12694
2971,2,13,0.226305,12694
2972,9,73,0.226192,12694
2973,3,36,0.226079,12694
2974,11,105,0.225966,12694
2975,4,54,0.225853,12694
2976,7,75,0.225740,12694
2977,4,51,0.225627,12694
2978,0,12,0.225514,12694
2979,6,62,0.225401,12694
2980,4,37,0.225289,12694
2981,2,28,0.225176,12694
2982,8,125,0.225063,12694
2983,4,34,0.224951,12694
2984,3,37,0.224838,12694
2985,9,55,0.224726,12694
2986,0,11,0.224614,12694
2987,0,5,0.224501,12694
2988,2,16,0.224389,12694
2989,2,16,0.224277,12694
2990,2,26,0.224165,12694
2991,6,41,0.224053,12694
2992,10,99,0.223941,12694
2993,5,43,0.223829,12694
2994,5,50,0.223717,12694
2995,2,28,0.223605,12694
2996,0,7,0.223493,12694
2997,3,45,0.223381,12694
2998,2,25,0.223270,12694
2999,3,38,0.223158,12694
3000,10,112,0.223046,12694
3001,3,28,0.222935,12694
3002,3,37,0.222823,12694
3003,4,29,0.222712,12694
3004,1,9,0.222601,12694
3005,1,11,0.222489,12694
3006,5,38,0.222378,12694
3007,3,45,0.222267,12694
3008,2,27,0.222156,12694
3009,3,31,0.222045,12694
3010,6,26,0.221934,12694
3011,0,9,0.221823,12694
3012,0,6,0.221712,12694
3013,5,57,0.221601,12694
3014,2,15,0.221490,12694
3015,2,29,0.221379,12694
3016,12,107,0.221269,12694
3017,3,26,0.221158,12694
3018,2,20,0.221048,12694
3019,4,72,0.220937,12694
3020,1,15,0.220827,12694
3021,3,38,0.220716,12694
3022,3,37,0.220606,12694
3023,5,89,0.220495,12694
3024,11,70,0.220385,12694
3025,2,16,0.220275,12694
3026,8,69,0.220165,12694
3027,3,37,0.220055,12694
3028,3,27,0.219945,12694
3029,2,38,0.219835,12694
3030,0,6,0.219725,12694
3031,2,32,0.219615,12694
3032,5,51,0.219505,12694
3033,10,96,0.219395,12694
3034,6,83,0.219286,12694
3035,2,20,0.219176,12694
3036,8,72,0.219067,12694
3037,3,46,0.218957,12694
3038,2,21,0.218848,12694
3039,5,24,0.218738,12695
3040,5,57,0.218629,12695
3041,0,11,0.218519,12695
3042,4,44,0.218410,12695
3043,1,15,0.218301,12695
3044,4,48,0.218192,12695
3045,4,23,0.218083,12695
3046,6,38,0.217974,12695
3047,1,21,0.217865,12695
3048,1,12,0.217756,12695
3049,2,18,0.217647,12695
3050,2,19,0.217538,12695
3051,1,12,0.217429,12695
3052,2,40,0.217321,12695
3053,2,16,0.217212,12695
3054,4,38,0.217103,12695
3055,0,5,0.216995,12695
3056,2,22,0.216886,12695
3057,12,100,0.216778,12696
3058,4,33,0.216669,12696
3059,13,83,0.216561,12697
3060,6,66,0.216453,12697
3061,2,19,0.216345,12697
3062,4,27,0.216236,12697
3063,8,92,0.216128,12697
3064,5,67,0.216020,12697
3065,1,12,0.215912,12697
3066,3,46,0.215804,12697
3067,2,18,0.215696,12697
3068,4,31,0.215589,12697
3069,1,8,0.215481,12697
3070,4,36,0.215373,12697
3071,8,92,0.215265,12697
3072,4,29,0.215158,12697
3073,3,30,0.215050,12697
3074,1,15,0.214943,12697
3075,9,129,0.214835,12697
3076,4,59,0.214728,12697
3077,4,38,0.214620,12697
3078,3,34,0.214513,12697
3079,3,44,0.214406,12697
3080,5,61,0.214299,12697
3081,7,61,0.214191,12697
3082,2,19,0.214084,12697
3083,1,14,0.213977,12697
3084,4,43,0.213870,12697
3085,8,98,0.213763,12697
3086,1,10,0.213656,12697
3087,10,106,0.213550,12697
3088,3,20,0.213443,12697
3089,6,41,0.213336,12697
3090,1,26,0.213229,12697
3091,11,96,0.213123,12697
3092,6,49,0.213016,12697
3093,9,76,0.212910,12698
3094,4,31,0.212803,12698
3095,1,11,0.212697,12698
3096,5,48,0.212591,12698
3097,1,19,0.212484,12698
3098,2,47,0.212378,12698
3099,5,31,0.212272,12698
3100,7,61,0.212166,12698
3101,10,91,0.212060,12698
3102,3,24,0.211954,12698
3103,2,23,0.211848,12698
3104,4,41,0.211742,12698
3105,12,100,0.211636,12698
3106,3,19,0.211530,12698
3107,2,16,0.211424,12698
3108,2,15,0.211319,12698
3109,2,15,0.211213,12698
3110,3,23,0.211107,12698
3111,9,109,0.211002,12698
3112,3,27,0.210896,12698
3113,0,6,0.210791,12698
3114,6,51,0.210685,12698
3115,4,36,0.210580,12698
3116,15,136,0.210475,12700
3117,2,24,0.210370,12700
3118,3,38,0.210264,12700
3119,2,20,0.210159,12700
3120,4,36,0.210054,12700
3121,2,19,0.209949,12700
3122,0,18,0.209844,12700
3123,3,29,0.209739,12700
3124,2,22,0.209634,12700
3125,3,53,0.209529,12700
3126,5,41,0.209425,12700
3127,2,17,0.209320,12700
3128,10,77,0.209215,12700
3129,1,10,0.209111,12700
3130,6,54,0.209006,12700
3131,4,31,0.208902,12700
3132,1,8,0.208797,12700
3133,3,30,0.208693,12700
3134,5,54,0.208588,12700
3135,5,47,0.208484,12700
3136,8,89,0.208380,12700
3137,4,41,0.208276,12700
3138,9,68,0.208172,12700
3139,3,30,0.208068,12700
3140,2,19,0.207964,12700
3141,2,39,0.207860,12700
3142,4,18,0.207756,12700
3143,8,74,0.207652,12700
3144,5,58,0.207548,12700
3145,3,38,0.207444,12700
3146,3,22,0.207340,12700
3147,5,54,0.207237,12700
3148,5,47,0.207133,12700
3149,6,52,0.207030,12700
3150,4,36,0.206926,12700
3151,3,35,0.206823,12700
3152,3,35,0.206719,12700
3153,4,51,0.206616,12700
3154,4,53,0.206512,12700
3155,1,15,0.206409,12700
3156,3,34,0.206306,12700
3157,10,128,0.206203,12701
3158,3,40,0.206100,12701
3159,6,42,0.205997,12701
3160,4,40,0.205894,12701
3161,9,110,0.205791,12701
3162,3,18,0.205688,12701
3163,6,88,0.205585,12701
3164,4,59,0.205482,12701
3165,0,9,0.205380,12701
3166,5,44,0.205277,12701
3167,6,103,0.205174,12701
3168,1,12,0.205072,12701
3169,8,53,0.204969,12701
3170,6,48,0.204867,12701
3171,8,61,0.204764,12701
3172,3,31,0.204662,12701
3173,10,124,0.204559,12701
3174,2,28,0.204457,12701
3175,2,24,0.204355,12701
3176,4,46,0.204253,12701
3177,9,91,0.204151,12701
3178,1,8,0.204049,12701
3179,7,86,0.203947,12701
3180,4,47,0.203845,12701
3181,2,32,0.203743,12701
3182,3,47,0.203641,12701
3183,0,5,0.203539,12701
3184,1,9,0.203437,12701
3185,2,20,0.203335,12701
3186,6,59,0.203234,12701
3187,4,42,0.203132,12701
3188,10,77,0.203031,12701
3189,9,106,0.202929,12701
3190,7,54,0.202828,12701
3191,4,47,0.202726,12701
3192,3,29,0.202625,12701
3193,5,61,0.202524,12701
3194,0,5,0.202422,12701
3195,7,76,0.202321,12701
3196,2,29,0.202220,12701
3197,4,29,0.202119,12701
3198,4,27,0.202018,12701
3199,9,74,0.201917,12701
3200,3,28,0.201816,12701
3201,4,31,0.201715,12701
3202,3,51,0.201614,12701
3203,0,8,0.201513,12701
3204,10,81,0.201412,12701
3205,4,17,0.201312,12701
3206,6,59,0.201211,12702
3207,1,15,0.201110,12702
3208,0,9,0.201010,12702
3209,2,23,0.200909,12702
3210,3,24,0.200809,12702
3211,10,105,0.200709,12702
3212,5,32,0.200608,12702
3213,10,78,0.200508,12702
3214,1,20,0.200408,12702
3215,3,24,0.200307,12702
3216,4,32,0.200207,12702
3217,8,67,0.200107,12702
3218,4,31,0.200007,12702
3219,6,50,0.199907,12702
3220,6,41,0.199807,12702
3221,9,85,0.199707,12702
3222,5,54,0.199607,12702
3223,2,22,0.199508,12702
3224,3,32,0.199408,12702
3225,7,52,0.199308,12702
3226,1,7,0.199208,12702
3227,2,40,0.199109,12702
3228,4,39,0.199009,12702
3229,2,20,0.198910,12702
3230,5,59,0.198810,12702
3231,1,18,0.198711,12702
3232,7,68,0.198612,12702
3233,4,28,0.198512,12702
3234,7,56,0.198413,12702
3235,3,30,0.198314,12702
3236,6,61,0.198215,12702
3237,4,42,0.198116,12702
3238,3,32,0.198017,12702
3239,10,63,0.197917,12702
3240,6,44,0.197819,12702
3241,6,52,0.197720,12702
3242,5,70,0.197621,12702
3243,2,22,0.197522,12702
3244,6,33,0.197423,12702
3245,2,27,0.197324,12702
3246,8,80,0.197226,12702
3247,6,40,0.197127,12702
3248,11,102,0.197029,12703
3249,1,10,0.196930,12703
3250,2,19,0.196832,12703
3251,4,38,0.196733,12703
3252,2,29,0.196635,12703
3253,0,6,0.196537,12703
3254,1,15,0.196438,12703
3255,8,69,0.196340,12703
3256,3,53,0.196242,12703
3257,2,23,0.196144,12703
3258,2,35,0.196046,12703
3259,4,36,0.195948,12703
3260,8,73,0.195850,12703
3261,4,60,0.195752,12703
3262,5,59,0.195654,12703
3263,4,45,0.195556,12703
3264,3,7,0.195458,12703
3265,2,27,0.195361,12703
3266,5,61,0.195263,12703
3267,4,45,0.195165,12703
3268,1,10,0.195068,12703
3269,6,52,0.194970,12703
3270,8,77,0.194873,12703
3271,6,73,0.194775,12703
3272,6,58,0.194678,12703
3273,8,80,0.194581,12703
3274,4,22,0.194483,12703
3275,1,10,0.194386,12703
3276,5,55,0.194289,12703
3277,14,181,0.194192,12703
3278,7,59,0.194095,12703
3279,4,40,0.193997,12703
3280,5,41,0.193901,12703
3281,3,25,0.193804,12703
3282,7,73,0.193707,12703
3283,7,71,0.193610,12703
3284,5,32,0.193513,12703
3285,8,84,0.193416,12704
3286,2,18,0.193320,12704
3287,7,69,0.193223,12705
3288,3,29,0.193126,12705
3289,6,67,0.193030,12705
3290,6,49,0.192933,12705
3291,3,14,0.192837,12705
3292,3,30,0.192740,12705
3293,4,41,0.192644,12705
3294,2,20,0.192548,12705
3295,14,129,0.192451,12705
3296,8,89,0.192355,12705
3297,6,62,0.192259,12705
3298,15,125,0.192163,12705
3299,1,20,0.192067,12705
3300,8,75,0.191971,12705
3301,3,29,0.191875,12705
3302,6,61,0.191779,12705
3303,8,83,0.191683,12705
3304,1,18,0.191587,12705
3305,14,148,0.191491,12705
3306,8,62,0.191395,12705
3307,2,20,0.191300,12705
3308,1,11,0.191204,12705
3309,5,34,0.191109,12705
3310,3,41,0.191013,12705
3311,4,35,0.190917,12705
3312,2,33,0.190822,12705
3313,1,9,0.190727,12705
3314,8,78,0.190631,12705
3315,7,70,0.190536,12705
3316,2,36,0.190441,12705
3317,6,98,0.190345,12705
3318,3,15,0.190250,12705
3319,7,58,0.190155,12705
3320,0,7,0.190060,12705
3321,5,42,0.189965,12705
3322,7,67,0.189870,12705
3323,1,16,0.189775,12705
3324,5,55,0.189680,12705
3325,4,36,0.189585,12705
3326,1,10,0.189491,12705
3327,5,60,0.189396,12705
3328,5,55,0.189301,12705
3329,5,32,0.189207,12705
3330,6,45,0.189112,12705
3331,2,24,0.189017,12705
3332,1,10,0.188923,12705
3333,1,13,0.188828,12705
3334,4,46,0.188734,12705
3335,1,11,0.188640,12705
3336,3,38,0.188545,12705
3337,3,45,0.188451,12705
3338,4,59,0.188357,12705
3339,8,88,0.188263,12705
3340,1,14,0.188168,12705
3341,3,35,0.188074,12705
3342,1,14,0.187980,12705
3343,7,61,0.187886,12705
3344,1,9,0.187792,12705
3345,2,21,0.187699,12705
3346,5,29,0.187605,12705
3347,4,34,0.187511,12705
3348,4,34,0.187417,12705
3349,6,69,0.187323,12705
3350,6,65,0.187230,12705
3351,4,47,0.187136,12705
3352,5,70,0.187043,12705
3353,2,23,0.186949,12705
3354,2,18,0.186856,12705
3355,7,76,0.186762,12705
3356,7,76,0.186669,12705
3357,5,80,0.186575,12705
3358,4,39,0.186482,12705
3359,9,103,0.186389,12705
3360,3,33,0.186296,12705
3361,7,47,0.186203,12705
3362,11,93,0.186109,12705
3363,2,18,0.186016,12705
3364,1,7,0.185923,12705
3365,3,16,0.185830,12705
3366,6,62,0.185738,12705
3367,1,19,0.185645,12705
3368,4,21,0.185552,12705
3369,4,37,0.185459,12705
3370,4,47,0.185366,12705
3371,8,92,0.185274,12705
3372,8,80,0.185181,12705
3373,1,13,0.185088,12705
3374,5,31,0.184996,12705
3375,6,63,0.184903,12705
3376,1,8,0.184811,12705
3377,8,68,0.184718,12706
3378,7,75,0.184626,12707
3379,4,30,0.184534,12707
3380,2,14,0.184442,12707
3381,3,23,0.184349,12707
3382,1,28,0.184257,12707
3383,3,24,0.184165,12707
3384,6,68,0.184073,12708
3385,1,13,0.183981,12708
3386,6,92,0.183889,12708
3387,0,6,0.183797,12708
3388,9,124,0.183705,12708
3389,1,19,0.183613,12708
3390,4,22,0.183521,12708
3391,1,9,0.183430,12708
3392,2,20,0.183338,12708
3393,4,32,0.183246,12708
3394,4,35,0.183155,12708
3395,9,100,0.183063,12708
3396,6,28,0.182972,12708
3397,2,12,0.182880,12708
3398,6,48,0.182789,12708
3399,4,60,0.182697,12708
3400,4,46,0.182606,12708
3401,4,30,0.182515,12708
3402,9,83,0.182423,12708
3403,0,8,0.182332,12708
3404,8,65,0.182241,12708
3405,11,108,0.182150,12708
3406,10,82,0.182059,12708
3407,7,105,0.181968,12708
3408,2,7,0.181877,12708
3409,1,12,0.181786,12708
3410,0,7,0.181695,12708
3411,6,48,0.181604,12708
3412,2,27,0.181513,12708
3413,5,49,0.181422,12708
3414,4,44,0.181332,12708
3415,1,7,0.181241,12708
3416,3,40,0.181150,12708
3417,15,113,0.181060,12708
3418,0,6,0.180969,12708
3419,3,26,0.180879,12708
3420,1,8,0.180788,12708
3421,0,8,0.180698,12708
3422,2,32,0.180608,12708
3423,10,115,0.180517,12708
3424,4,48,0.180427,12708
3425,14,148,0.180337,12708
3426,3,24,0.180247,12708
3427,8,69,0.180157,12708
3428,19,169,0.180067,12708
3429,1,12,0.179977,12708
3430,1,10,0.179887,12708
3431,4,29,0.179797,12708
3432,1,18,0.179707,12708
3433,4,45,0.179617,12708
3434,4,26,0.179527,12708
3435,2,31,0.179437,12708
3436,8,60,0.179348,12708
3437,13,160,0.179258,12708
3438,5,39,0.179168,12708
3439,8,88,0.179079,12709
3440,1,13,0.178989,12709
3441,13,96,0.178900,12709
3442,9,126,0.178810,12709
3443,6,35,0.178721,12709
3444,10,99,0.178631,12709
3445,12,126,0.178542,12709
3446,2,18,0.178453,12709
3447,2,12,0.178364,12709
3448,3,24,0.178274,12709
3449,4,53,0.178185,12709
3450,4,24,0.178096,12709
3451,2,9,0.178007,12709
3452,3,35,0.177918,12709
3453,0,6,0.177829,12709
3454,8,48,0.177740,12709
3455,1,8,0.177651,12709
3456,2,18,0.177563,12709
3457,6,57,0.177474,12709
3458,6,64,0.177385,12709
3459,2,18,0.177296,12709
3460,13,98,0.177208,12709
3461,4,51,0.177119,12709
3462,4,36,0.177031,12709
3463,13,123,0.176942,12709
3464,2,35,0.176854,12709
3465,4,19,0.176765,12709
3466,5,73,0.176677,12709
3467,2,22,0.176588,12709
3468,2,23,0.176500,12709
3469,7,73,0.176412,12709
3470,5,79,0.176324,12709
3471,10,102,0.176236,12709
3472,1,10,0.176147,12709
3473,5,53,0.176059,12709
3474,8,71,0.175971,12709
3475,7,55,0.175883,12709
3476,1,16,0.175795,12709
3477,4,56,0.175707,12709
3478,8,86,0.175620,12709
3479,2,29,0.175532,12709
3480,6,80,0.175444,12709
3481,2,13,0.175356,12709
3482,9,89,0.175269,12709
3483,0,6,0.175181,12709
3484,5,57,0.175093,12709
3485,2,14,0.175006,12709
3486,2,15,0.174918,12709
3487,7,77,0.174831,12709
3488,5,52,0.174743,12709
3489,2,33,0.174656,12709
3490,4,37,0.174569,12709
3491,2,21,0.174482,12709
3492,3,27,0.174394,12709
3493,9,107,0.174307,12709
3494,4,42,0.174220,12709
3495,1,9,0.174133,12709
3496,3,23,0.174046,12709
3497,2,21,0.173959,12709
3498,7,70,0.173872,12709
3499,6,51,0.173785,12709
3500,11,107,0.173698,12709
3501,2,28,0.173611,12709
3502,5,59,0.173524,12709
3503,4,61,0.173437,12709
3504,5,53,0.173351,12709
3505,5,43,0.173264,12709
3506,0,11,0.173177,12709
3507,7,69,0.173091,12709
3508,9,107,0.173004,12709
3509,2,16,0.172918,12709
3510,2,24,0.172831,12709
3511,2,11,0.172745,12709
3512,8,118,0.172659,12709
3513,3,21,0.172572,12709
3514,1,13,0.172486,12709
3515,1,16,0.172400,12709
3516,1,9,0.172314,12709
3517,2,26,0.172227,12709
3518,2,24,0.172141,12709
3519,1,13,0.172055,12709
3520,0,7,0.171969,12709
3521,1,7,0.171883,12709
3522,1,8,0.171797,12709
3523,2,25,0.171711,12709
3524,4,32,0.171625,12709
3525,8,73,0.171540,12709
3526,6,65,0.171454,12709
3527,2,20,0.171368,12709
3528,3,19,0.171282,12709
3529,5,46,0.171197,12709
3530,4,34,0.171111,12709
3531,2,14,0.171026,12709
3532,7,64,0.170940,12709
3533,4,57,0.170855,12709
3534,10,82,0.170769,12709
3535,4,41,0.170684,12709
3536,3,41,0.170599,12709
3537,9,68,0.170513,12709
3538,7,49,0.170428,12709
3539,6,51,0.170343,12709
3540,5,42,0.170258,12709
3541,8,71,0.170172,12709
3542,6,73,0.170087,12709
3543,4,28,0.170002,12709
3544,5,52,0.169917,12709
3545,4,39,0.169832,12709
3546,4,42,0.169747,12709
3547,9,84,0.169663,12709
3548,8,64,0.169578,12709
3549,6,62,0.169493,12709
3550,1,11,0.169408,12709
3551,1,22,0.169324,12709
3552,7,75,0.169239,12709
3553,4,22,0.169154,12710
3554,4,28,0.169070,12710
3555,5,47,0.168985,12710
3556,4,47,0.168901,12710
3557,9,91,0.168816,12710
3558,4,42,0.168732,12710
3559,3,21,0.168647,12710
3560,8,67,0.168563,12710
3561,9,89,0.168479,12711
3562,4,41,0.168395,12711
3563,1,12,0.168310,12711
3564,1,18,0.168226,12711
3565,4,45,0.168142,12711
3566,4,25,0.168058,12711
3567,3,20,0.167974,12711
3568,1,22,0.167890,12711
3569,1,12,0.167806,12711
3570,2,15,0.167722,12711
3571,10,88,0.167638,12711
3572,9,74,0.167554,12711
3573,6,40,0.167471,12711
3574,8,76,0.167387,12711
3575,2,19,0.167303,12711
3576,1,14,0.167220,12711
3577,4,36,0.167136,12711
3578,2,21,0.167052,12711
3579,9,85,0.166969,12711
3580,4,40,0.166885,12711
3581,2,16,0.166802,12711
3582,5,32,0.166719,12711
3583,2,27,0.166635,12711
3584,6,55,0.166552,12711
3585,3,38,0.166469,12711
3586,8,82,0.166385,12711
3587,2,16,0.166302,12711
3588,2,12,0.166219,12711
3589,7,76,0.166136,12711
3590,0,6,0.166053,12711
3591,7,46,0.165970,12711
3592,0,9,0.165887,12711
3593,8,86,0.165804,12711
3594,3,30,0.165721,12711
3595,8,99,0.165638,12711
3596,2,27,0.165555,12711
3597,2,24,0.165473,12711
3598,3,14,0.165390,12711
3599,1,9,0.165307,12711
3600,0,5,0.165224,12711
3601,9,101,0.165142,12711
3602,12,107,0.165059,12711
3603,10,67,0.164977,12711
3604,4,36,0.164894,12711
3605,2,24,0.164812,12711
3606,17,152,0.164729,12711
3607,9,84,0.164647,12711
3608,6,56,0.164565,12711
3609,3,22,0.164482,12711
3610,6,53,0.164400,12711
3611,4,25,0.164318,12711
3612,0,11,0.164236,12711
3613,3,48,0.164154,12711
3614,6,63,0.164072,12711
3615,7,89,0.163990,12711
3616,4,38,0.163908,12711
3617,8,81,0.163826,12711
3618,1,10,0.163744,12711
3619,5,43,0.163662,12711
3620,12,103,0.163580,12711
3621,13,134,0.163498,12711
3622,3,18,0.163417,12711
3623,11,119,0.163335,12711
3624,8,74,0.163253,12711
3625,4,57,0.163172,12711
3626,0,5,0.163090,12711
3627,6,32,0.163008,12711
3628,6,87,0.162927,12711
3629,1,12,0.162845,12711
3630,6,40,0.162764,12711
3631,6,51,0.162683,12711
3632,1,24,0.162601,12711
3633,2,30,0.162520,12711
3634,4,47,0.162439,12711
3635,8,68,0.162358,12711
3636,2,15,0.162276,12711
3637,1,12,0.162195,12711
3638,1,15,0.162114,12711
3639,4,53,0.162033,12711
3640,2,19,0.161952,12711
3641,2,26,0.161871,12711
3642,6,49,0.161790,12711
3643,9,59,0.161709,12711
3644,2,17,0.161628,12711
3645,3,55,0.161548,12711
3646,10,98,0.161467,12711
3647,7,72,0.161386,12711
3648,11,73,0.161305,12711
3649,6,43,0.161225,12711
3650,3,30,0.161144,12711
3651,4,28,0.161064,12711
3652,8,84,0.160983,12711
3653,5,56,0.160902,12711
3654,10,76,0.160822,12712
3655,4,32,0.160742,12712
3656,3,28,0.160661,12712
3657,2,14,0.160581,12712
3658,12,110,0.160501,12712
