episode,score,steps,epsilon,q_table_size
1857,2,26,0.395054,12675
1858,3,23,0.394857,12675
1859,3,41,0.394659,12675
1860,6,62,0.394462,12675
1861,3,29,0.394265,12675
1862,2,23,0.394068,12675
1863,6,52,0.393871,12675
1864,1,18,0.393674,12675
1865,2,55,0.393477,12675
1866,1,18,0.393280,12675
1867,1,33,0.393083,12675
1868,1,26,0.392887,12676
1869,4,57,0.392690,12676
1870,0,11,0.392494,12676
1871,3,36,0.392298,12676
1872,2,34,0.392102,12676
1873,0,10,0.391906,12676
1874,1,10,0.391710,12676
1875,2,21,0.391514,12676
1876,5,69,0.391318,12676
1877,1,18,0.391122,12676
1878,3,35,0.390927,12676
1879,1,13,0.390731,12676
1880,3,32,0.390536,12676
1881,0,7,0.390341,12676
1882,1,23,0.390146,12676
1883,2,31,0.389951,12676
1884,0,15,0.389756,12676
1885,1,10,0.389561,12676
1886,2,20,0.389366,12676
1887,1,7,0.389171,12676
1888,2,40,0.388977,12676
1889,2,14,0.388782,12676
1890,1,31,0.388588,12676
1891,1,12,0.388393,12676
1892,3,56,0.388199,12676
1893,1,16,0.388005,12676
1894,7,66,0.387811,12676
1895,2,8,0.387617,12676
1896,7,79,0.387423,12676
1897,2,24,0.387230,12676
1898,1,18,0.387036,12676
1899,2,20,0.386843,12676
1900,2,20,0.386649,12676
1901,3,24,0.386456,12676
1902,2,45,0.386263,12676
1903,5,53,0.386069,12676
1904,1,11,0.385876,12676
1905,8,161,0.385683,12676
1906,0,19,0.385491,12676
1907,2,30,0.385298,12677
1908,3,35,0.385105,12677
1909,2,40,0.384913,12677
1910,2,14,0.384720,12677
1911,2,54,0.384528,12677
1912,2,45,0.384336,12677
1913,2,34,0.384143,12677
1914,2,27,0.383951,12677
1915,2,23,0.383759,12677
1916,0,13,0.383568,12677
1917,6,57,0.383376,12677
1918,4,84,0.383184,12677
1919,1,14,0.382992,12677
1920,8,72,0.382801,12677
1921,1,23,0.382610,12677
1922,2,48,0.382418,12677
1923,1,16,0.382227,12677
1924,0,9,0.382036,12677
1925,2,38,0.381845,12677
1926,4,23,0.381654,12677
1927,1,14,0.381463,12677
1928,5,36,0.381272,12677
1929,7,97,0.381082,12677
1930,2,39,0.380891,12677
1931,2,36,0.380701,12677
1932,1,6,0.380510,12677
1933,2,13,0.380320,12677
1934,5,74,0.380130,12677
1935,2,28,0.379940,12677
1936,3,48,0.379750,12677
1937,1,21,0.379560,12677
1938,1,9,0.379370,12677
1939,5,46,0.379181,12677
1940,3,30,0.378991,12677
1941,4,63,0.378802,12677
1942,2,16,0.378612,12677
1943,0,7,0.378423,12677
1944,1,7,0.378234,12677
1945,0,9,0.378045,12677
1946,6,76,0.377856,12677
1947,0,26,0.377667,12677
1948,1,9,0.377478,12677
1949,0,16,0.377289,12677
1950,2,19,0.377100,12677
1951,0,24,0.376912,12677
1952,2,20,0.376723,12677
1953,3,35,0.376535,12677
1954,4,56,0.376347,12677
1955,1,9,0.376159,12677
1956,5,65,0.375971,12677
1957,2,33,0.375783,12677
1958,5,47,0.375595,12677
1959,3,29,0.375407,12677
1960,1,14,0.375219,12677
1961,1,19,0.375032,12677
1962,4,80,0.374844,12677
1963,0,14,0.374657,12677
1964,3,64,0.374469,12677
1965,5,65,0.374282,12677
1966,3,32,0.374095,12677
1967,2,43,0.373908,12677
1968,5,55,0.373721,12677
1969,4,31,0.373534,12677
1970,5,39,0.373347,12677
1971,5,49,0.373161,12677
1972,5,66,0.372974,12677
1973,4,52,0.372788,12677
1974,1,27,0.372601,12677
1975,1,10,0.372415,12677
1976,2,17,0.372229,12677
1977,1,8,0.372042,12677
1978,0,8,0.371856,12677
1979,2,50,0.371671,12677
1980,3,39,0.371485,12678
1981,3,40,0.371299,12678
1982,5,40,0.371113,12678
1983,1,9,0.370928,12678
1984,3,53,0.370742,12678
1985,2,31,0.370557,12678
1986,3,27,0.370372,12678
1987,4,40,0.370186,12678
1988,5,59,0.370001,12678
1989,1,10,0.369816,12678
1990,4,51,0.369631,12678
1991,2,8,0.369447,12678
1992,1,8,0.369262,12678
1993,2,32,0.369077,12678
1994,3,33,0.368893,12678
1995,5,75,0.368708,12678
1996,3,38,0.368524,12678
1997,1,11,0.368340,12678
1998,2,31,0.368156,12678
1999,1,16,0.367971,12678
2000,4,21,0.367787,12678
2001,4,47,0.367604,12678
2002,1,13,0.367420,12678
2003,2,43,0.367236,12678
2004,1,14,0.367052,12678
2005,0,16,0.366869,12678
2006,2,37,0.366685,12678
2007,5,57,0.366502,12678
2008,2,38,0.366319,12678
2009,2,31,0.366136,12678
2010,3,35,0.365953,12678
2011,2,23,0.365770,12678
2012,2,26,0.365587,12678
2013,2,25,0.365404,12678
2014,2,39,0.365221,12678
2015,2,20,0.365039,12678
2016,1,22,0.364856,12678
2017,1,9,0.364674,12678
2018,5,49,0.364491,12678
2019,1,21,0.364309,12678
2020,1,9,0.364127,12678
2021,2,30,0.363945,12678
2022,4,34,0.363763,12678
2023,2,25,0.363581,12678
2024,5,58,0.363399,12678
2025,0,11,0.363218,12678
2026,2,23,0.363036,12678
2027,1,21,0.362854,12678
2028,2,29,0.362673,12678
2029,3,20,0.362492,12678
2030,0,10,0.362310,12678
2031,2,20,0.362129,12678
2032,2,28,0.361948,12678
2033,1,12,0.361767,12678
2034,2,34,0.361586,12678
2035,2,42,0.361406,12678
2036,2,31,0.361225,12678
2037,0,13,0.361044,12678
2038,4,60,0.360864,12678
2039,3,31,0.360683,12678
2040,0,10,0.360503,12678
2041,5,53,0.360323,12678
2042,3,43,0.360143,12678
2043,1,6,0.359962,12678
2044,1,17,0.359783,12678
2045,4,42,0.359603,12679
2046,2,14,0.359423,12679
2047,2,34,0.359243,12679
2048,2,29,0.359063,12679
2049,2,25,0.358884,12679
2050,1,18,0.358705,12679
2051,2,16,0.358525,12679
2052,2,28,0.358346,12679
2053,0,9,0.358167,12679
2054,2,54,0.357988,12679
2055,1,10,0.357809,12679
2056,4,50,0.357630,12679
2057,5,71,0.357451,12679
2058,7,73,0.357272,12679
2059,5,67,0.357094,12681
2060,4,32,0.356915,12681
2061,3,32,0.356737,12681
2062,0,5,0.356558,12681
2063,3,20,0.356380,12681
2064,2,32,0.356202,12681
2065,3,24,0.356024,12681
2066,3,42,0.355846,12681
2067,2,47,0.355668,12681
2068,2,28,0.355490,12681
2069,4,35,0.355312,12681
2070,1,11,0.355134,12681
2071,5,37,0.354957,12681
2072,4,42,0.354779,12681
2073,3,27,0.354602,12681
2074,5,68,0.354425,12681
2075,3,50,0.354247,12681
2076,2,17,0.354070,12681
2077,1,19,0.353893,12681
2078,2,26,0.353716,12681
2079,2,10,0.353540,12681
2080,0,8,0.353363,12681
2081,4,28,0.353186,12681
2082,0,8,0.353009,12681
2083,2,27,0.352833,12681
2084,1,20,0.352657,12681
2085,4,82,0.352480,12681
2086,4,33,0.352304,12681
2087,0,9,0.352128,12681
2088,2,11,0.351952,12681
2089,1,15,0.351776,12681
2090,6,67,0.351600,12681
2091,1,5,0.351424,12681
2092,1,32,0.351248,12681
2093,3,49,0.351073,12681
2094,5,48,0.350897,12681
2095,2,21,0.350722,12681
2096,3,26,0.350546,12681
2097,2,29,0.350371,12681
2098,1,10,0.350196,12681
2099,2,22,0.350021,12681
2100,2,17,0.349846,12681
2101,1,12,0.349671,12681
2102,0,10,0.349496,12681
2103,2,29,0.349321,12681
2104,2,24,0.349147,12681
2105,5,44,0.348972,12681
2106,1,12,0.348798,12681
2107,4,44,0.348623,12681
2108,1,19,0.348449,12681
2109,6,48,0.348275,12681
2110,5,58,0.348101,12681
2111,2,16,0.347927,12681
2112,4,25,0.347753,12681
2113,3,35,0.347579,12681
2114,3,64,0.347405,12681
2115,2,25,0.347231,12681
2116,3,29,0.347058,12681
2117,2,13,0.346884,12681
2118,2,13,0.346711,12681
2119,1,13,0.346537,12681
2120,1,20,0.346364,12681
2121,2,12,0.346191,12681
2122,2,31,0.346018,12681
2123,2,29,0.345845,12681
2124,4,46,0.345672,12681
2125,5,57,0.345499,12681
2126,2,18,0.345326,12681
2127,5,84,0.345154,12681
2128,5,45,0.344981,12681
2129,5,37,0.344808,12681
2130,6,70,0.344636,12681
2131,4,44,0.344464,12681
2132,1,9,0.344292,12681
2133,0,14,0.344119,12681
2134,0,11,0.343947,12681
2135,6,52,0.343775,12681
2136,2,12,0.343603,12681
2137,0,15,0.343432,12681
2138,3,37,0.343260,12681
2139,0,10,0.343088,12681
2140,2,17,0.342917,12681
2141,3,60,0.342745,12681
2142,0,5,0.342574,12681
2143,6,74,0.342403,12681
2144,6,45,0.342231,12681
2145,4,38,0.342060,12681
2146,1,11,0.341889,12681
2147,2,34,0.341718,12681
2148,3,46,0.341547,12681
2149,7,115,0.341377,12681
2150,2,15,0.341206,12681
2151,4,25,0.341035,12681
2152,6,47,0.340865,12681
2153,3,38,0.340694,12681
2154,0,21,0.340524,12681
2155,5,63,0.340354,12683
2156,6,76,0.340184,12683
2157,2,35,0.340014,12683
2158,3,39,0.339844,12683
2159,5,44,0.339674,12683
2160,0,10,0.339504,12683
2161,3,45,0.339334,12683
2162,1,16,0.339164,12683
2163,6,62,0.338995,12683
2164,7,52,0.338825,12683
2165,1,16,0.338656,12683
2166,2,42,0.338487,12683
2167,2,42,0.338317,12683
2168,0,10,0.338148,12683
2169,4,44,0.337979,12683
2170,9,114,0.337810,12683
2171,1,14,0.337641,12683
2172,4,45,0.337472,12683
2173,1,17,0.337304,12683
2174,3,38,0.337135,12683
2175,4,46,0.336966,12683
2176,0,8,0.336798,12683
2177,2,36,0.336630,12683
2178,4,37,0.336461,12683
2179,4,45,0.336293,12683
2180,3,31,0.336125,12683
2181,6,59,0.335957,12683
2182,4,31,0.335789,12683
2183,0,13,0.335621,12683
2184,8,98,0.335453,12683
2185,2,24,0.335285,12683
2186,4,37,0.335118,12683
2187,3,17,0.334950,12683
2188,2,36,0.334783,12683
2189,5,56,0.334615,12683
2190,1,13,0.334448,12683
2191,0,14,0.334281,12683
2192,0,16,0.334114,12683
2193,2,14,0.333947,12683
2194,4,74,0.333780,12683
2195,7,96,0.333613,12683
2196,4,35,0.333446,12683
2197,2,25,0.333279,12683
2198,1,12,0.333113,12683
2199,2,22,0.332946,12683
2200,4,23,0.332780,12683
2201,2,30,0.332613,12683
2202,1,31,0.332447,12683
2203,2,17,0.332281,12683
2204,2,20,0.332114,12683
2205,2,38,0.331948,12683
2206,1,13,0.331782,12683
2207,2,30,0.331617,12683
2208,0,14,0.331451,12683
2209,2,27,0.331285,12683
2210,2,24,0.331119,12683
2211,0,13,0.330954,12683
2212,4,31,0.330788,12683
2213,1,16,0.330623,12683
2214,1,32,0.330458,12683
2215,3,35,0.330292,12683
2216,1,15,0.330127,12683
2217,0,10,0.329962,12683
2218,1,8,0.329797,12683
2219,4,33,0.329632,12683
2220,2,18,0.329467,12683
2221,8,91,0.329303,12683
2222,5,60,0.329138,12683
2223,2,20,0.328974,12683
2224,4,20,0.328809,12683
2225,8,56,0.328645,12683
2226,0,11,0.328480,12683
2227,1,6,0.328316,12683
2228,1,10,0.328152,12683
2229,4,41,0.327988,12683
2230,3,25,0.327824,12683
2231,1,11,0.327660,12683
2232,3,40,0.327496,12683
2233,1,17,0.327332,12683
2234,4,41,0.327169,12683
2235,1,18,0.327005,12683
2236,1,16,0.326842,12683
2237,0,12,0.326678,12683
2238,2,26,0.326515,12683
2239,1,11,0.326352,12683
2240,5,57,0.326188,12683
2241,0,6,0.326025,12683
2242,2,29,0.325862,12683
2243,1,12,0.325699,12683
2244,0,9,0.325537,12683
2245,1,16,0.325374,12683
2246,2,15,0.325211,12683
2247,0,13,0.325048,12683
2248,0,10,0.324886,12683
2249,4,38,0.324724,12683
2250,2,20,0.324561,12683
2251,2,35,0.324399,12683
2252,1,16,0.324237,12683
2253,0,9,0.324075,12683
2254,7,118,0.323913,12683
2255,2,28,0.323751,12683
2256,4,63,0.323589,12683
2257,4,55,0.323427,12683
2258,6,67,0.323265,12683
2259,2,24,0.323104,12683
2260,0,11,0.322942,12683
2261,7,83,0.322781,12683
2262,2,18,0.322619,12683
2263,2,24,0.322458,12683
2264,3,28,0.322297,12683
2265,2,20,0.322135,12683
2266,1,9,0.321974,12683
2267,6,60,0.321813,12683
2268,5,54,0.321652,12683
2269,2,28,0.321492,12683
2270,4,60,0.321331,12683
2271,5,63,0.321170,12683
2272,3,19,0.321010,12683
2273,5,66,0.320849,12683
2274,1,9,0.320689,12683
2275,5,59,0.320528,12683
2276,3,39,0.320368,12683
2277,2,12,0.320208,12683
2278,5,60,0.320048,12683
2279,1,12,0.319888,12683
2280,3,36,0.319728,12683
2281,4,46,0.319568,12683
2282,2,18,0.319408,12683
2283,2,20,0.319249,12683
2284,3,34,0.319089,12683
2285,2,46,0.318929,12683
2286,7,102,0.318770,12683
2287,4,44,0.318610,12683
2288,2,26,0.318451,12683
2289,2,11,0.318292,12683
2290,4,29,0.318133,12683
2291,5,42,0.317974,12683
2292,3,21,0.317815,12683
2293,2,25,0.317656,12683
2294,4,30,0.317497,12683
2295,2,26,0.317338,12683
2296,1,23,0.317180,12683
2297,4,36,0.317021,12683
2298,1,17,0.316863,12683
2299,3,18,0.316704,12683
2300,4,68,0.316546,12683
2301,2,25,0.316387,12683
2302,8,59,0.316229,12683
2303,2,22,0.316071,12683
2304,2,29,0.315913,12683
2305,2,43,0.315755,12683
2306,2,9,0.315597,12683
2307,2,28,0.315439,12683
2308,5,58,0.315282,12683
2309,2,30,0.315124,12683
2310,2,29,0.314967,12683
2311,3,19,0.314809,12683
2312,3,51,0.314652,12683
2313,2,28,0.314494,12683
2314,2,20,0.314337,12683
2315,5,72,0.314180,12683
2316,3,20,0.314023,12683
2317,3,19,0.313866,12683
2318,1,13,0.313709,12683
2319,7,55,0.313552,12683
2320,3,11,0.313395,12683
2321,2,35,0.313239,12683
2322,0,15,0.313082,12683
2323,10,91,0.312925,12683
2324,2,28,0.312769,12683
2325,1,12,0.312613,12683
2326,4,44,0.312456,12683
2327,0,8,0.312300,12683
2328,2,10,0.312144,12683
2329,0,8,0.311988,12683
2330,0,6,0.311832,12683
2331,2,31,0.311676,12683
2332,0,11,0.311520,12683
2333,2,26,0.311364,12683
2334,2,9,0.311209,12683
2335,3,57,0.311053,12683
2336,4,69,0.310897,12683
2337,3,19,0.310742,12683
2338,1,25,0.310587,12683
2339,6,56,0.310431,12683
2340,2,33,0.310276,12683
2341,2,16,0.310121,12683
2342,6,44,0.309966,12683
2343,3,35,0.309811,12683
2344,3,51,0.309656,12683
2345,1,13,0.309501,12683
2346,4,63,0.309346,12683
2347,6,54,0.309192,12683
2348,2,46,0.309037,12683
2349,5,61,0.308883,12683
2350,4,34,0.308728,12683
2351,3,21,0.308574,12683
2352,0,13,0.308420,12683
2353,2,37,0.308265,12683
2354,1,12,0.308111,12683
2355,0,12,0.307957,12683
2356,2,19,0.307803,12683
2357,1,14,0.307649,12683
2358,3,28,0.307495,12683
2359,6,43,0.307342,12683
2360,4,32,0.307188,12683
2361,3,44,0.307034,12683
2362,2,21,0.306881,12683
2363,1,21,0.306728,12683
2364,0,8,0.306574,12683
2365,2,25,0.306421,12683
2366,3,30,0.306268,12683
2367,5,42,0.306115,12683
2368,5,80,0.305961,12683
2369,3,40,0.305808,12683
2370,2,24,0.305656,12683
2371,0,8,0.305503,12683
2372,2,17,0.305350,12683
2373,1,14,0.305197,12683
2374,1,10,0.305045,12683
2375,4,38,0.304892,12683
2376,6,86,0.304740,12683
2377,1,23,0.304587,12683
2378,4,53,0.304435,12683
2379,4,47,0.304283,12683
2380,2,45,0.304131,12683
2381,4,39,0.303979,12683
2382,3,46,0.303827,12683
2383,0,14,0.303675,12683
2384,0,6,0.303523,12683
2385,4,40,0.303371,12683
2386,0,7,0.303219,12683
2387,0,11,0.303068,12683
2388,6,70,0.302916,12683
2389,3,26,0.302765,12683
2390,4,61,0.302614,12683
2391,0,12,0.302462,12683
2392,3,27,0.302311,12683
2393,5,51,0.302160,12683
2394,3,24,0.302009,12683
2395,4,35,0.301858,12683
2396,0,5,0.301707,12683
2397,1,27,0.301556,12683
2398,3,33,0.301405,12683
2399,1,16,0.301254,12683
2400,4,51,0.301104,12683
2401,2,13,0.300953,12683
2402,7,76,0.300803,12683
2403,3,27,0.300652,12683
2404,3,26,0.300502,12683
2405,2,23,0.300352,12683
2406,5,44,0.300202,12683
2407,0,8,0.300052,12683
2408,2,36,0.299902,12683
2409,7,93,0.299752,12684
2410,1,20,0.299602,12684
2411,6,45,0.299452,12684
2412,4,51,0.299302,12684
2413,2,16,0.299153,12684
2414,1,9,0.299003,12684
2415,3,24,0.298853,12684
2416,1,16,0.298704,12684
2417,0,6,0.298555,12684
2418,4,43,0.298405,12684
2419,1,21,0.298256,12684
2420,1,18,0.298107,12684
2421,2,19,0.297958,12684
2422,3,43,0.297809,12684
2423,2,31,0.297660,12684
2424,3,41,0.297511,12684
2425,3,30,0.297363,12684
2426,2,77,0.297214,12684
2427,2,25,0.297065,12684
2428,4,59,0.296917,12684
2429,3,39,0.296768,12684
2430,3,54,0.296620,12684
2431,2,21,0.296472,12684
2432,3,52,0.296323,12684
2433,1,12,0.296175,12684
2434,1,32,0.296027,12684
2435,2,18,0.295879,12684
2436,2,17,0.295731,12684
2437,3,41,0.295583,12685
2438,1,9,0.295435,12685
2439,1,10,0.295288,12685
2440,3,21,0.295140,12685
2441,3,41,0.294993,12685
2442,0,9,0.294845,12685
2443,3,66,0.294698,12685
2444,0,10,0.294550,12685
2445,3,58,0.294403,12685
2446,1,20,0.294256,12685
2447,4,37,0.294109,12685
2448,4,54,0.293962,12685
2449,0,9,0.293815,12685
2450,7,56,0.293668,12685
2451,5,63,0.293521,12685
2452,1,10,0.293374,12685
2453,6,115,0.293227,12685
2454,2,27,0.293081,12685
2455,3,40,0.292934,12685
2456,2,24,0.292788,12685
2457,2,49,0.292641,12685
2458,2,30,0.292495,12685
2459,3,27,0.292349,12685
2460,1,20,0.292203,12685
2461,3,31,0.292057,12685
2462,5,60,0.291911,12685
2463,1,6,0.291765,12685
2464,6,65,0.291619,12685
2465,4,44,0.291473,12685
2466,2,10,0.291327,12685
2467,9,95,0.291182,12685
2468,3,24,0.291036,12685
2469,1,11,0.290890,12685
2470,4,41,0.290745,12685
2471,2,25,0.290600,12685
2472,2,17,0.290454,12685
2473,2,20,0.290309,12685
2474,4,44,0.290164,12685
2475,1,16,0.290019,12685
2476,7,71,0.289874,12685
2477,2,28,0.289729,12685
2478,8,87,0.289584,12685
2479,1,8,0.289439,12685
2480,1,8,0.289294,12685
2481,4,35,0.289150,12685
2482,4,45,0.289005,12686
2483,2,10,0.288861,12686
2484,0,9,0.288716,12686
2485,2,23,0.288572,12686
2486,3,66,0.288428,12686
2487,0,12,0.288283,12686
2488,0,7,0.288139,12686
2489,5,44,0.287995,12686
2490,4,52,0.287851,12686
2491,3,24,0.287707,12686
2492,3,31,0.287563,12686
2493,3,27,0.287420,12686
2494,2,31,0.287276,12686
2495,2,23,0.287132,12686
2496,4,50,0.286989,12686
2497,3,39,0.286845,12686
2498,2,32,0.286702,12686
2499,7,73,0.286559,12686
2500,5,74,0.286415,12686
2501,2,15,0.286272,12686
2502,5,30,0.286129,12686
2503,6,77,0.285986,12686
2504,8,77,0.285843,12686
2505,2,30,0.285700,12686
2506,1,13,0.285557,12686
2507,3,32,0.285414,12686
2508,1,8,0.285272,12686
2509,4,40,0.285129,12686
2510,7,73,0.284986,12686
2511,7,59,0.284844,12686
2512,3,35,0.284701,12686
2513,3,33,0.284559,12686
2514,6,98,0.284417,12686
2515,4,32,0.284275,12686
2516,3,23,0.284132,12686
2517,2,32,0.283990,12686
2518,3,36,0.283848,12686
2519,3,34,0.283707,12686
2520,3,40,0.283565,12686
2521,10,107,0.283423,12687
2522,3,31,0.283281,12687
2523,3,46,0.283140,12687
2524,5,63,0.282998,12687
2525,2,18,0.282856,12687
2526,7,76,0.282715,12687
2527,0,10,0.282574,12687
2528,4,25,0.282432,12687
2529,4,49,0.282291,12687
2530,3,25,0.282150,12687
2531,2,22,0.282009,12687
2532,3,27,0.281868,12687
2533,0,8,0.281727,12687
2534,3,40,0.281586,12687
2535,3,20,0.281445,12687
2536,0,11,0.281305,12687
2537,2,32,0.281164,12687
2538,2,24,0.281023,12687
2539,3,25,0.280883,12687
2540,0,8,0.280742,12687
2541,6,54,0.280602,12687
2542,1,15,0.280462,12687
2543,0,15,0.280322,12687
2544,5,60,0.280181,12687
2545,0,6,0.280041,12687
2546,2,26,0.279901,12687
2547,4,22,0.279761,12687
2548,2,12,0.279621,12687
2549,0,7,0.279482,12687
2550,5,70,0.279342,12687
2551,5,64,0.279202,12687
2552,1,14,0.279063,12687
2553,0,9,0.278923,12687
2554,0,6,0.278784,12687
2555,6,69,0.278644,12687
2556,5,37,0.278505,12687
2557,2,38,0.278366,12687
2558,5,63,0.278226,12687
2559,1,17,0.278087,12687
2560,1,7,0.277948,12687
2561,2,27,0.277809,12687
2562,2,22,0.277670,12687
2563,4,41,0.277532,12687
2564,1,12,0.277393,12687
2565,7,96,0.277254,12687
2566,2,11,0.277116,12687
2567,2,27,0.276977,12687
2568,2,19,0.276838,12687
2569,1,16,0.276700,12687
2570,5,52,0.276562,12687
2571,2,30,0.276423,12687
2572,6,54,0.276285,12687
2573,1,19,0.276147,12687
2574,6,93,0.276009,12687
2575,1,7,0.275871,12687
2576,1,18,0.275733,12687
2577,12,151,0.275595,12687
2578,4,37,0.275457,12687
2579,2,17,0.275320,12687
2580,2,30,0.275182,12687
2581,6,73,0.275044,12687
2582,1,9,0.274907,12687
2583,0,6,0.274769,12687
2584,1,15,0.274632,12687
2585,2,7,0.274495,12687
2586,2,13,0.274357,12687
2587,5,33,0.274220,12687
2588,3,30,0.274083,12687
2589,2,16,0.273946,12687
2590,5,98,0.273809,12687
2591,6,65,0.273672,12687
2592,3,20,0.273535,12687
2593,3,63,0.273399,12687
2594,6,86,0.273262,12687
2595,7,78,0.273125,12687
2596,1,7,0.272989,12687
2597,4,52,0.272852,12687
2598,2,25,0.272716,12687
2599,1,23,0.272579,12687
2600,4,46,0.272443,12687
2601,1,19,0.272307,12687
2602,4,26,0.272171,12687
2603,0,8,0.272035,12687
2604,2,27,0.271899,12687
2605,2,18,0.271763,12687
2606,2,28,0.271627,12687
2607,4,63,0.271491,12687
2608,3,19,0.271355,12687
2609,2,20,0.271220,12687
2610,4,77,0.271084,12687
2611,5,39,0.270949,12687
2612,1,11,0.270813,12687
2613,2,31,0.270678,12687
2614,8,83,0.270542,12687
2615,3,45,0.270407,12687
2616,3,30,0.270272,12687
2617,5,65,0.270137,12687
2618,1,18,0.270002,12687
2619,3,48,0.269867,12687
2620,3,29,0.269732,12687
2621,4,31,0.269597,12687
2622,5,93,0.269462,12687
2623,0,11,0.269327,12687
2624,5,45,0.269193,12688
2625,1,9,0.269058,12688
2626,8,67,0.268923,12688
2627,9,85,0.268789,12688
2628,2,51,0.268655,12688
2629,9,83,0.268520,12688
2630,2,13,0.268386,12688
2631,2,27,0.268252,12688
2632,1,17,0.268118,12688
2633,1,19,0.267984,12688
2634,5,48,0.267850,12688
2635,3,28,0.267716,12688
2636,5,51,0.267582,12688
2637,3,22,0.267448,12688
2638,1,13,0.267314,12688
2639,2,29,0.267181,12688
2640,1,15,0.267047,12688
2641,5,55,0.266914,12688
2642,1,8,0.266780,12688
2643,8,100,0.266647,12688
2644,5,45,0.266513,12688
2645,2,14,0.266380,12688
2646,0,18,0.266247,12688
2647,1,7,0.266114,12688
2648,6,63,0.265981,12688
2649,4,32,0.265848,12688
2650,4,32,0.265715,12688
2651,5,36,0.265582,12688
2652,2,17,0.265449,12688
2653,5,64,0.265317,12688
2654,5,28,0.265184,12688
2655,2,7,0.265051,12688
2656,2,22,0.264919,12688
2657,5,55,0.264786,12688
2658,4,58,0.264654,12688
2659,6,67,0.264522,12688
2660,3,45,0.264389,12688
2661,2,19,0.264257,12688
2662,0,8,0.264125,12688
2663,7,43,0.263993,12688
2664,0,8,0.263861,12688
2665,6,72,0.263729,12688
2666,5,51,0.263597,12688
2667,1,23,0.263465,12688
2668,8,84,0.263334,12688
2669,4,35,0.263202,12688
2670,8,77,0.263070,12688
2671,1,10,0.262939,12688
2672,3,28,0.262807,12688
2673,0,13,0.262676,12688
2674,2,20,0.262545,12688
2675,3,30,0.262413,12688
2676,1,13,0.262282,12689
2677,0,6,0.262151,12689
2678,7,61,0.262020,12689
2679,0,8,0.261889,12689
2680,2,28,0.261758,12689
2681,3,38,0.261627,12689
2682,3,28,0.261496,12689
2683,1,22,0.261365,12689
2684,4,67,0.261235,12689
2685,3,40,0.261104,12689
2686,3,41,0.260974,12689
2687,3,29,0.260843,12689
2688,1,9,0.260713,12689
2689,2,21,0.260582,12689
2690,7,61,0.260452,12689
2691,4,53,0.260322,12689
2692,4,34,0.260192,12689
2693,2,22,0.260062,12689
2694,2,41,0.259932,12689
2695,7,108,0.259802,12689
2696,5,70,0.259672,12689
2697,6,66,0.259542,12689
2698,2,30,0.259412,12689
2699,5,86,0.259282,12689
2700,4,48,0.259153,12689
2701,2,15,0.259023,12689
2702,6,74,0.258894,12689
2703,7,67,0.258764,12689
2704,6,68,0.258635,12689
2705,1,14,0.258506,12689
2706,4,37,0.258376,12689
2707,5,58,0.258247,12690
2708,8,80,0.258118,12690
2709,1,13,0.257989,12690
2710,1,15,0.257860,12690
2711,5,47,0.257731,12690
2712,4,58,0.257602,12690
2713,1,7,0.257473,12690
2714,4,35,0.257345,12690
2715,4,35,0.257216,12690
2716,6,67,0.257087,12690
2717,1,18,0.256959,12690
2718,3,37,0.256830,12690
2719,1,14,0.256702,12690
2720,2,12,0.256573,12690
2721,6,53,0.256445,12690
2722,4,60,0.256317,12690
2723,4,36,0.256189,12691
2724,5,76,0.256061,12691
2725,7,47,0.255933,12691
2726,3,26,0.255805,12691
2727,1,12,0.255677,12691
2728,1,10,0.255549,12691
2729,3,13,0.255421,12691
2730,6,55,0.255294,12691
2731,1,11,0.255166,12691
2732,3,34,0.255038,12691
2733,1,11,0.254911,12691
2734,2,16,0.254783,12691
2735,1,17,0.254656,12691
2736,0,8,0.254529,12691
2737,5,74,0.254401,12691
2738,2,27,0.254274,12691
2739,1,6,0.254147,12691
2740,11,106,0.254020,12691
2741,1,11,0.253893,12691
2742,2,39,0.253766,12691
2743,2,28,0.253639,12691
2744,1,9,0.253512,12691
2745,3,19,0.253385,12691
2746,1,17,0.253259,12691
2747,4,64,0.253132,12692
2748,1,38,0.253006,12692
2749,2,21,0.252879,12692
2750,5,42,0.252753,12692
2751,1,29,0.252626,12692
2752,3,20,0.252500,12692
2753,1,13,0.252374,12692
2754,5,46,0.252248,12692
2755,11,75,0.252121,12692
2756,2,36,0.251995,12692
2757,5,46,0.251869,12692
2758,0,9,0.251743,12692
2759,2,13,0.251618,12692
2760,1,28,0.251492,12692
2761,6,44,0.251366,12692
2762,3,52,0.251240,12692
2763,3,28,0.251115,12692
2764,11,60,0.250989,12692
2765,6,79,0.250864,12692
2766,1,10,0.250738,12692
2767,3,20,0.250613,12692
2768,3,31,0.250488,12692
2769,1,14,0.250362,12692
2770,4,40,0.250237,12692
2771,6,87,0.250112,12692
2772,0,7,0.249987,12692
2773,3,28,0.249862,12692
2774,6,64,0.249737,12692
2775,3,30,0.249612,12692
2776,1,25,0.249487,12692
2777,4,37,0.249363,12692
2778,3,23,0.249238,12692
2779,3,28,0.249113,12692
2780,6,74,0.248989,12692
2781,1,16,0.248864,12692
2782,2,26,0.248740,12692
2783,7,43,0.248615,12692
2784,2,33,0.248491,12692
2785,0,6,0.248367,12692
2786,6,59,0.248243,12692
2787,5,49,0.248119,12692
2788,3,28,0.247995,12692
