epizod,wynik,kroki,epsilon,rozmiar_pamięci,średnia_strata
1,0,20,0.995000,20,0.000000
2,0,9,0.990025,29,0.000000
3,0,11,0.985075,40,0.000000
4,0,10,0.980150,50,0.000000
5,2,52,0.975249,102,45.460562
6,0,27,0.970373,129,42.778875
7,0,13,0.965521,142,38.790797
8,1,15,0.960693,157,51.242357
9,0,35,0.955890,192,43.940358
10,0,11,0.951110,203,29.398814
11,0,17,0.946355,220,41.281901
12,0,19,0.941623,239,54.786674
13,0,8,0.936915,247,40.671795
14,0,60,0.932230,307,38.093110
15,0,37,0.927569,344,29.563599
16,0,17,0.922931,361,49.487097
17,1,40,0.918316,401,33.832463
18,0,8,0.913725,409,30.659764
19,0,60,0.909156,469,32.030700
20,0,15,0.904610,484,22.114298
21,0,23,0.900087,507,25.130241
22,0,40,0.895587,547,28.465412
23,0,23,0.891109,570,17.464200
24,0,18,0.886654,588,29.225330
25,2,73,0.882220,661,21.989221
26,1,77,0.877809,738,20.967731
27,0,36,0.873420,774,26.803341
28,1,34,0.869053,808,20.835192
29,0,5,0.864708,813,23.842760
30,0,9,0.860384,822,9.467057
31,0,51,0.856082,873,17.922815
32,0,9,0.851802,882,15.579935
33,1,36,0.847543,918,15.246841
34,0,11,0.843305,929,12.577893
35,0,16,0.839089,945,9.206467
36,0,21,0.834893,966,17.671432
37,0,41,0.830719,1007,16.144529
38,0,25,0.826565,1032,17.979817
39,0,16,0.822432,1048,8.588634
40,0,32,0.818320,1080,10.258498
41,0,23,0.814229,1103,13.878183
42,1,60,0.810157,1163,11.809881
43,0,10,0.806107,1173,22.331747
44,0,112,0.802076,1285,12.972707
45,1,60,0.798066,1345,9.377664
46,0,119,0.794075,1464,9.404670
47,3,86,0.790105,1550,8.049583
48,0,43,0.786154,1593,8.896765
49,0,54,0.782224,1647,5.886821
50,1,210,0.778313,1857,5.357643
51,0,15,0.774421,1872,6.256289
52,0,18,0.770549,1890,3.386429
53,0,44,0.766696,1934,4.000740
54,0,29,0.762863,1963,3.182701
55,1,40,0.759048,2003,4.079213
56,0,24,0.755253,2027,4.354790
57,0,72,0.751477,2099,2.966329
58,0,89,0.747719,2188,3.165367
59,0,6,0.743981,2194,2.522578
60,1,86,0.740261,2280,2.667132
61,1,108,0.736560,2388,3.321361
62,0,41,0.732877,2429,1.848732
63,1,18,0.729212,2447,1.482710
64,0,59,0.725566,2506,2.798335
65,0,19,0.721939,2525,2.024117
66,0,59,0.718329,2584,1.861264
67,0,34,0.714737,2618,1.313690
68,0,23,0.711164,2641,2.494655
69,0,6,0.707608,2647,3.785568
70,0,42,0.704070,2689,2.163275
71,1,13,0.700549,2702,2.709125
72,0,7,0.697047,2709,2.680495
73,0,27,0.693561,2736,2.786286
74,1,20,0.690094,2756,2.586718
75,0,22,0.686643,2778,1.388029
76,0,9,0.683210,2787,2.584557
77,2,28,0.679794,2815,1.770235
78,1,30,0.676395,2845,1.776937
79,0,61,0.673013,2906,1.749322
80,0,47,0.669648,2953,1.958372
81,0,19,0.666300,2972,1.157943
82,0,31,0.662968,3003,1.436280
83,0,8,0.659653,3011,2.295608
84,0,23,0.656355,3034,1.165802
85,0,31,0.653073,3065,1.871667
86,1,49,0.649808,3114,1.247776
87,1,26,0.646559,3140,2.060602
88,0,17,0.643326,3157,2.041137
89,0,22,0.640109,3179,1.104614
90,0,21,0.636909,3200,1.178998
91,0,21,0.633724,3221,1.003543
92,0,24,0.630556,3245,1.828670
93,0,16,0.627403,3261,1.607535
94,0,36,0.624266,3297,0.658426
95,0,47,0.621145,3344,1.030502
96,0,49,0.618039,3393,1.223521
97,0,53,0.614949,3446,0.773359
98,0,19,0.611874,3465,0.633193
99,0,13,0.608815,3478,0.870377
100,0,70,0.605770,3548,1.225898
101,0,6,0.602742,3554,0.398781
102,1,40,0.599728,3594,0.809429
103,0,67,0.596729,3661,1.077557
104,0,27,0.593746,3688,1.157396
105,1,61,0.590777,3749,1.447702
106,0,19,0.587823,3768,1.411608
107,0,20,0.584884,3788,1.553155
108,0,28,0.581959,3816,1.114124
109,0,36,0.579050,3852,0.932534
110,1,47,0.576154,3899,1.050277
111,0,21,0.573274,3920,0.759546
112,0,54,0.570407,3974,1.162047
113,0,23,0.567555,3997,0.944169
114,2,45,0.564717,4042,1.119765
115,0,58,0.561894,4100,0.727814
116,0,148,0.559084,4248,1.087078
117,0,33,0.556289,4281,0.937433
118,0,92,0.553508,4373,0.786471
119,0,6,0.550740,4379,2.945833
120,0,18,0.547986,4397,2.033214
121,0,31,0.545246,4428,1.154620
122,0,38,0.542520,4466,0.810761
123,1,54,0.539808,4520,1.009341
124,2,58,0.537108,4578,1.271539
125,0,19,0.534423,4597,0.852503
126,0,76,0.531751,4673,0.768280
127,0,11,0.529092,4684,0.903784
128,0,10,0.526447,4694,0.410687
129,0,25,0.523814,4719,1.494128
130,0,113,0.521195,4832,0.805500
131,1,68,0.518589,4900,1.025014
132,1,47,0.515996,4947,1.207010
133,1,68,0.513416,5015,1.073868
134,0,242,0.510849,5257,0.997037
135,1,92,0.508295,5349,0.669415
136,0,12,0.505754,5361,2.027798
137,1,74,0.503225,5435,1.099359
138,2,161,0.500709,5596,0.777232
139,2,179,0.498205,5775,0.995584
140,0,6,0.495714,5781,0.327845
141,1,66,0.493236,5847,0.871005
142,1,42,0.490769,5889,1.520917
143,1,47,0.488316,5936,0.786744
144,0,31,0.485874,5967,0.429798
145,0,100,0.483445,6067,0.769261
146,0,60,0.481027,6127,0.882362
147,0,51,0.478622,6178,0.862665
148,2,119,0.476229,6297,0.978055
149,0,185,0.473848,6482,1.055542
150,3,107,0.471479,6589,1.243937
151,0,319,0.469121,6908,1.079468
152,0,22,0.466776,6930,0.866356
153,0,53,0.464442,6983,0.838178
154,0,223,0.462120,7206,0.852152
155,0,222,0.459809,7428,0.695788
156,1,90,0.457510,7518,0.747504
157,3,211,0.455222,7729,0.783198
158,2,55,0.452946,7784,0.759544
159,2,64,0.450682,7848,0.961987
160,4,86,0.448428,7934,0.971162
161,2,100,0.446186,8034,0.696754
162,0,37,0.443955,8071,0.623256
163,1,10,0.441735,8081,0.240968
164,1,25,0.439527,8106,0.860859
165,1,24,0.437329,8130,0.693905
166,2,46,0.435142,8176,0.869296
167,0,7,0.432967,8183,1.510874
168,0,8,0.430802,8191,0.371014
169,1,74,0.428648,8265,0.862303
170,0,33,0.426505,8298,1.266458
171,0,149,0.424372,8447,1.040753
172,0,11,0.422250,8458,1.943417
173,0,17,0.420139,8475,0.773336
174,0,44,0.418038,8519,1.465696
175,0,26,0.415948,8545,1.177622
176,0,9,0.413868,8554,0.900407
177,1,29,0.411799,8583,0.751960
178,0,8,0.409740,8591,0.744064
179,3,108,0.407691,8699,0.917569
180,0,54,0.405653,8753,1.178779
181,0,223,0.403625,8976,1.270478
182,1,20,0.401606,8996,1.611160
183,1,17,0.399598,9013,0.737453
184,3,142,0.397600,9155,0.956331
185,2,81,0.395612,9236,0.959095
186,5,73,0.393634,9309,0.918667
187,2,62,0.391666,9371,0.711511
188,2,37,0.389708,9408,0.647916
189,1,64,0.387759,9472,0.994907
190,2,24,0.385821,9496,1.330422
191,3,38,0.383891,9534,0.733031
192,4,61,0.381972,9595,0.763463
193,1,28,0.380062,9623,1.567120
194,1,35,0.378162,9658,0.864871
195,0,15,0.376271,9673,1.233567
196,1,13,0.374390,9686,2.184421
197,0,15,0.372518,9701,0.676580
198,0,17,0.370655,9718,0.818835
199,2,28,0.368802,9746,1.619800
200,1,26,0.366958,9772,1.403359
201,0,47,0.365123,9819,0.737373
202,0,47,0.363297,9866,1.287352
203,0,20,0.361481,9886,1.342095
204,2,25,0.359674,9911,0.806816
205,3,56,0.357875,9967,1.465972
206,3,31,0.356086,9998,1.441795
207,0,18,0.354305,10016,1.093288
208,2,43,0.352534,10059,1.048167
209,1,16,0.350771,10075,0.984503
210,2,106,0.349017,10181,1.318980
211,4,65,0.347272,10246,1.275294
212,1,15,0.345536,10261,2.309440
213,3,37,0.343808,10298,1.942130
214,1,77,0.342089,10375,1.349301
215,3,25,0.340379,10400,0.847858
216,3,41,0.338677,10441,0.993327
217,2,36,0.336983,10477,2.685267
218,1,67,0.335298,10544,2.075339
219,0,7,0.333622,10551,1.542437
220,0,30,0.331954,10581,1.567645
221,0,12,0.330294,10593,1.690011
222,0,24,0.328643,10617,0.933787
223,1,23,0.326999,10640,0.868968
224,0,23,0.325364,10663,1.238544
225,2,96,0.323738,10759,1.319321
226,1,43,0.322119,10802,1.511137
227,1,26,0.320508,10828,0.527171
228,2,40,0.318906,10868,2.391164
229,0,6,0.317311,10874,1.715472
230,3,118,0.315725,10992,1.078134
231,1,11,0.314146,11003,1.825002
232,3,34,0.312575,11037,1.158607
233,4,37,0.311012,11074,1.515008
234,0,13,0.309457,11087,1.704544
235,3,57,0.307910,11144,1.142226
236,0,5,0.306371,11149,2.436491
237,0,23,0.304839,11172,1.078956
238,2,25,0.303315,11197,1.577840
239,2,19,0.301798,11216,1.299313
240,1,22,0.300289,11238,1.990268
241,2,44,0.298788,11282,1.402451
242,0,15,0.297294,11297,1.829998
243,1,16,0.295807,11313,1.700447
244,1,24,0.294328,11337,1.884204
245,1,28,0.292856,11365,1.128369
246,2,75,0.291392,11440,1.845647
247,2,77,0.289935,11517,1.296215
248,4,85,0.288486,11602,1.672906
249,1,36,0.287043,11638,1.643469
250,0,11,0.285608,11649,1.949768
251,3,39,0.284180,11688,0.913475
252,0,9,0.282759,11697,1.400544
253,1,18,0.281345,11715,0.921663
254,2,98,0.279938,11813,1.778927
255,2,32,0.278539,11845,2.554733
256,1,12,0.277146,11857,1.431488
257,0,10,0.275760,11867,1.810277
258,0,30,0.274382,11897,1.292639
259,3,102,0.273010,11999,1.586854
260,0,30,0.271645,12029,0.806181
261,1,10,0.270286,12039,1.142246
262,6,72,0.268935,12111,1.399099
263,1,16,0.267590,12127,1.242646
264,4,118,0.266252,12245,1.656895
265,2,36,0.264921,12281,1.686047
266,3,114,0.263596,12395,1.896558
267,3,122,0.262278,12517,1.966551
268,2,30,0.260967,12547,2.543844
269,1,12,0.259662,12559,1.620274
270,1,22,0.258364,12581,2.099132
271,0,36,0.257072,12617,2.065998
272,0,15,0.255787,12632,1.324000
273,0,16,0.254508,12648,1.275614
274,2,26,0.253235,12674,2.638664
275,2,42,0.251969,12716,1.821278
276,1,25,0.250709,12741,1.195094
277,2,32,0.249456,12773,2.058938
278,1,35,0.248208,12808,3.702041
279,2,34,0.246967,12842,1.268083
280,2,57,0.245733,12899,2.102065
281,0,27,0.244504,12926,2.205193
282,1,8,0.243281,12934,0.947659
283,1,19,0.242065,12953,1.960452
284,7,101,0.240855,13054,1.663475
285,7,153,0.239650,13207,1.902138
286,2,41,0.238452,13248,2.105050
287,4,44,0.237260,13292,1.829599
288,3,47,0.236074,13339,1.892529
289,2,67,0.234893,13406,2.188279
290,5,96,0.233719,13502,1.690427
291,1,10,0.232550,13512,2.169973
292,0,89,0.231387,13601,1.406512
293,1,7,0.230230,13608,1.914119
294,2,30,0.229079,13638,1.383023
295,1,25,0.227934,13663,2.761887
296,2,43,0.226794,13706,2.381475
297,1,60,0.225660,13766,2.077133
298,2,31,0.224532,13797,1.994482
299,6,107,0.223409,13904,2.082134
300,4,44,0.222292,13948,1.796129
301,2,23,0.221181,13971,2.315770
302,4,31,0.220075,14002,1.950621
303,3,42,0.218974,14044,1.306837
304,5,77,0.217880,14121,3.001559
305,2,11,0.216790,14132,1.824602
306,4,39,0.215706,14171,1.764961
307,5,85,0.214628,14256,1.806204
308,3,12,0.213555,14268,1.233929
309,2,118,0.212487,14386,2.518748
310,3,80,0.211424,14466,2.715581
311,2,39,0.210367,14505,2.704428
312,5,110,0.209315,14615,1.655076
313,7,55,0.208269,14670,1.669870
314,4,60,0.207227,14730,1.557735
315,0,7,0.206191,14737,1.686740
316,0,29,0.205160,14766,3.782024
317,0,7,0.204135,14773,1.426462
318,6,71,0.203114,14844,2.618416
319,0,8,0.202098,14852,1.707739
320,3,25,0.201088,14877,2.216434
321,3,45,0.200082,14922,2.436474
322,3,32,0.199082,14954,3.685713
323,6,77,0.198087,15031,2.061893
324,1,8,0.197096,15039,1.611596
325,0,8,0.196111,15047,2.576289
326,4,53,0.195130,15100,1.917293
327,4,17,0.194154,15117,1.766470
328,1,21,0.193184,15138,2.474248
329,2,26,0.192218,15164,1.818781
330,9,61,0.191257,15225,1.229592
331,3,53,0.190300,15278,2.664782
332,3,24,0.189349,15302,1.672981
333,6,52,0.188402,15354,1.817802
334,3,31,0.187460,15385,2.249419
335,0,20,0.186523,15405,1.420534
336,3,18,0.185590,15423,2.018842
337,2,33,0.184662,15456,2.630725
338,2,31,0.183739,15487,1.229725
339,1,9,0.182820,15496,1.983326
340,5,52,0.181906,15548,2.320117
341,2,48,0.180997,15596,2.802828
342,1,5,0.180092,15601,0.692398
343,3,50,0.179191,15651,1.879491
344,7,70,0.178295,15721,2.398784
345,2,31,0.177404,15752,1.739822
346,5,49,0.176517,15801,2.329968
347,2,16,0.175634,15817,2.158372
348,2,11,0.174756,15828,1.127528
349,7,76,0.173882,15904,2.751151
350,3,28,0.173013,15932,1.756926
351,0,10,0.172148,15942,3.713799
352,0,21,0.171287,15963,2.343333
353,2,39,0.170431,16002,2.393951
354,1,21,0.169578,16023,2.086148
355,4,49,0.168731,16072,2.026501
356,6,54,0.167887,16126,1.722872
357,1,12,0.167047,16138,2.890827
358,1,12,0.166212,16150,1.516931
359,10,87,0.165381,16237,1.918607
360,7,59,0.164554,16296,1.503833
361,1,14,0.163731,16310,1.523022
362,3,42,0.162913,16352,2.930673
363,5,40,0.162098,16392,2.460346
364,7,70,0.161288,16462,2.389724
365,4,59,0.160481,16521,3.086151
366,2,15,0.159679,16536,2.780405
367,3,47,0.158881,16583,2.915016
368,1,21,0.158086,16604,1.783015
369,5,38,0.157296,16642,3.239231
370,3,13,0.156509,16655,1.683925
371,10,116,0.155727,16771,2.649783
372,4,56,0.154948,16827,2.099298
373,2,27,0.154173,16854,2.233446
374,1,32,0.153402,16886,1.941366
375,10,90,0.152635,16976,2.128999
376,4,24,0.151872,17000,1.970658
377,5,36,0.151113,17036,1.888102
378,0,6,0.150357,17042,0.825019
379,5,37,0.149606,17079,2.002168
380,8,47,0.148857,17126,2.113335
381,1,16,0.148113,17142,2.345831
382,7,60,0.147373,17202,2.457994
383,2,31,0.146636,17233,1.911985
384,8,57,0.145903,17290,3.318401
385,4,37,0.145173,17327,3.632475
386,2,28,0.144447,17355,2.062188
387,8,69,0.143725,17424,2.342287
388,5,60,0.143006,17484,2.089442
389,2,12,0.142291,17496,1.780467
390,2,23,0.141580,17519,2.049416
391,6,46,0.140872,17565,1.937385
392,1,6,0.140168,17571,2.300403
393,1,25,0.139467,17596,2.235767
394,3,45,0.138769,17641,3.428853
395,3,27,0.138076,17668,2.203234
396,3,43,0.137385,17711,2.129880
397,10,104,0.136698,17815,2.453718
398,2,31,0.136015,17846,1.948349
399,6,67,0.135335,17913,1.790811
400,1,20,0.134658,17933,2.633487
401,10,107,0.133985,18040,2.902142
402,5,38,0.133315,18078,4.049998
403,1,12,0.132648,18090,2.197092
404,1,13,0.131985,18103,5.963964
405,2,24,0.131325,18127,2.777080
406,16,156,0.130668,18283,3.008314
407,4,31,0.130015,18314,2.698437
408,4,31,0.129365,18345,2.372403
409,3,20,0.128718,18365,2.035283
410,1,14,0.128075,18379,1.530657
411,8,64,0.127434,18443,2.357429
412,5,53,0.126797,18496,2.270405
413,7,64,0.126163,18560,3.964406
414,2,29,0.125532,18589,2.060669
415,1,9,0.124905,18598,3.316193
416,6,26,0.124280,18624,2.823601
417,10,108,0.123659,18732,2.410195
418,7,63,0.123040,18795,3.182403
419,5,51,0.122425,18846,2.425369
420,1,7,0.121813,18853,2.968203
421,6,43,0.121204,18896,2.623565
422,8,74,0.120598,18970,3.142635
423,8,94,0.119995,19064,2.839219
424,6,77,0.119395,19141,2.407600
425,8,54,0.118798,19195,3.607861
426,16,150,0.118204,19345,3.403782
427,2,23,0.117613,19368,8.175841
428,11,84,0.117025,19452,2.897609
429,8,61,0.116440,19513,2.309625
430,9,88,0.115858,19601,2.774642
431,10,73,0.115278,19674,2.467460
432,4,33,0.114702,19707,2.410192
433,8,75,0.114128,19782,3.957926
434,6,68,0.113558,19850,4.315650
435,9,90,0.112990,19940,3.661940
436,8,95,0.112425,20000,2.720193
437,4,32,0.111863,20000,2.610262
438,11,93,0.111304,20000,3.751753
439,6,100,0.110747,20000,4.456093
440,2,23,0.110193,20000,2.666478
441,7,44,0.109642,20000,3.240893
442,1,23,0.109094,20000,4.975534
443,5,74,0.108549,20000,2.970643
444,15,134,0.108006,20000,3.529672
445,3,73,0.107466,20000,3.230435
446,11,96,0.106929,20000,3.804665
447,2,13,0.106394,20000,3.906574
448,5,37,0.105862,20000,3.439268
449,0,7,0.105333,20000,2.074739
450,12,109,0.104806,20000,2.803958
451,15,113,0.104282,20000,3.543196
452,16,123,0.103761,20000,3.163004
453,1,17,0.103242,20000,3.703192
454,3,44,0.102726,20000,5.752806
455,7,64,0.102212,20000,3.887478
456,10,101,0.101701,20000,3.084563
457,2,27,0.101192,20000,2.775427
458,8,59,0.100686,20000,2.897720
459,8,71,0.100183,20000,4.449421
460,8,82,0.099682,20000,3.703164
461,2,8,0.099184,20000,4.454261
462,5,48,0.098688,20000,3.495672
463,14,111,0.098194,20000,4.261335
464,1,11,0.097703,20000,4.086551
465,5,77,0.097215,20000,3.066957
466,19,194,0.096729,20000,4.256814
467,6,63,0.096245,20000,3.929853
468,11,80,0.095764,20000,3.157898
469,10,91,0.095285,20000,3.994124
470,1,12,0.094809,20000,3.310141
471,18,180,0.094335,20000,3.992313
472,3,30,0.093863,20000,6.831132
473,12,99,0.093394,20000,3.568132
474,13,107,0.092927,20000,3.679569
475,2,35,0.092462,20000,3.751308
476,8,61,0.092000,20000,5.276827
477,9,68,0.091540,20000,4.843586
478,11,100,0.091082,20000,4.156839
479,14,104,0.090627,20000,4.001384
480,15,97,0.090173,20000,5.549497
481,8,80,0.089723,20000,4.135360
482,10,71,0.089274,20000,3.927598
483,23,179,0.088828,20000,3.689889
484,18,129,0.088383,20000,3.733377
485,7,49,0.087942,20000,3.516764
486,2,13,0.087502,20000,2.802456
487,10,84,0.087064,20000,3.636180
488,6,53,0.086629,20000,4.772503
489,12,114,0.086196,20000,3.839842
490,3,25,0.085765,20000,3.340014
491,15,107,0.085336,20000,5.449138
492,9,84,0.084909,20000,4.096049
493,9,81,0.084485,20000,3.802898
494,15,169,0.084062,20000,4.118887
495,2,17,0.083642,20000,3.934861
496,8,82,0.083224,20000,3.805678
497,16,132,0.082808,20000,5.097010
498,4,37,0.082394,20000,3.628192
499,8,79,0.081982,20000,5.678689
500,6,57,0.081572,20000,5.110777
501,5,27,0.081164,20000,7.099425
502,8,69,0.080758,20000,3.720466
503,24,183,0.080354,20000,4.839842
504,1,6,0.079953,20000,3.702851
505,17,118,0.079553,20000,4.221872
506,13,129,0.079155,20000,4.759305
507,10,99,0.078759,20000,4.964372
508,12,87,0.078366,20000,5.686357
509,4,27,0.077974,20000,3.636702
510,8,61,0.077584,20000,7.262408
511,16,123,0.077196,20000,4.226281
512,13,120,0.076810,20000,4.740333
513,16,161,0.076426,20000,6.008093
514,4,37,0.076044,20000,5.341306
515,11,74,0.075664,20000,6.449666
516,1,20,0.075285,20000,4.585290
517,8,87,0.074909,20000,6.336098
518,17,173,0.074534,20000,6.101398
519,13,126,0.074162,20000,6.291778
520,24,225,0.073791,20000,5.493357
521,4,16,0.073422,20000,7.856451
522,5,33,0.073055,20000,8.012930
523,19,126,0.072689,20000,5.912358
524,11,113,0.072326,20000,5.019880
525,13,113,0.071964,20000,6.692064
526,11,93,0.071605,20000,5.558028
527,6,41,0.071247,20000,7.234715
528,9,76,0.070890,20000,5.145978
529,12,97,0.070536,20000,4.843122
530,4,14,0.070183,20000,8.725312
531,9,63,0.069832,20000,5.787974
532,2,14,0.069483,20000,3.863325
533,10,110,0.069136,20000,7.046740
534,5,37,0.068790,20000,6.141739
535,13,87,0.068446,20000,5.458333
536,12,123,0.068104,20000,5.856768
537,1,19,0.067763,20000,4.951652
538,7,70,0.067424,20000,5.366501
539,6,57,0.067087,20000,5.927145
540,9,73,0.066752,20000,6.816904
541,1,15,0.066418,20000,4.155116
542,13,122,0.066086,20000,4.501363
543,4,37,0.065756,20000,4.393734
544,6,70,0.065427,20000,7.155161
545,8,71,0.065100,20000,8.771695
546,5,45,0.064774,20000,8.058829
547,11,91,0.064450,20000,5.245163
548,7,53,0.064128,20000,5.560323
549,5,49,0.063807,20000,5.229185
550,13,110,0.063488,20000,6.185817
551,2,8,0.063171,20000,8.777343
552,15,108,0.062855,20000,6.830847
553,17,147,0.062541,20000,5.073258
554,19,165,0.062228,20000,5.879422
555,8,46,0.061917,20000,5.881973
556,12,82,0.061607,20000,4.358134
557,14,90,0.061299,20000,6.900483
558,16,149,0.060993,20000,6.556685
559,2,12,0.060688,20000,3.758234
560,19,196,0.060384,20000,6.098353
561,14,103,0.060083,20000,7.247917
562,15,125,0.059782,20000,6.862137
563,11,82,0.059483,20000,9.485940
564,18,137,0.059186,20000,6.106404
565,16,147,0.058890,20000,7.075179
566,11,77,0.058595,20000,7.491390
567,15,135,0.058302,20000,5.980873
