epizod,wynik,kroki,epsilon,rozmiar_tablicy_q
13456,18,159,0.010000,10540
13457,20,220,0.010000,10540
13458,14,96,0.010000,10540
13459,13,90,0.010000,10540
13460,8,56,0.010000,10540
13461,13,96,0.010000,10540
13462,13,104,0.010000,10541
13463,18,128,0.010000,10542
13464,12,97,0.010000,10542
13465,12,80,0.010000,10543
13466,18,139,0.010000,10543
13467,23,200,0.010000,10544
13468,15,140,0.010000,10544
13469,11,88,0.010000,10544
13470,13,88,0.010000,10544
13471,20,171,0.010000,10545
13472,20,210,0.010000,10545
13473,16,138,0.010000,10546
13474,15,111,0.010000,10546
13475,25,203,0.010000,10546
13476,14,107,0.010000,10547
13477,0,6,0.010000,10547
13478,16,129,0.010000,10547
13479,21,172,0.010000,10548
13480,15,150,0.010000,10548
13481,13,103,0.010000,10548
13482,13,124,0.010000,10549
13483,18,174,0.010000,10549
13484,11,79,0.010000,10549
13485,13,113,0.010000,10550
13486,18,205,0.010000,10550
13487,12,111,0.010000,10550
13488,18,158,0.010000,10551
13489,24,203,0.010000,10552
13490,14,119,0.010000,10552
13491,7,63,0.010000,10553
13492,14,93,0.010000,10553
13493,12,97,0.010000,10553
13494,12,91,0.010000,10553
13495,25,248,0.010000,10554
13496,22,169,0.010000,10555
13497,14,127,0.010000,10555
13498,3,21,0.010000,10555
13499,11,90,0.010000,10556
13500,16,126,0.010000,10556
13501,10,82,0.010000,10556
13502,11,75,0.010000,10556
13503,7,64,0.010000,10556
13504,17,163,0.010000,10557
13505,19,158,0.010000,10557
13506,6,45,0.010000,10558
13507,14,126,0.010000,10558
13508,14,149,0.010000,10560
13509,12,85,0.010000,10560
13510,11,97,0.010000,10560
13511,24,180,0.010000,10560
13512,26,210,0.010000,10560
13513,18,172,0.010000,10560
13514,24,183,0.010000,10560
13515,21,167,0.010000,10561
13516,34,359,0.010000,10561
13517,14,116,0.010000,10562
13518,16,110,0.010000,10562
13519,13,105,0.010000,10562
13520,22,180,0.010000,10562
13521,5,47,0.010000,10562
13522,6,40,0.010000,10562
13523,22,149,0.010000,10563
13524,18,117,0.010000,10564
13525,13,121,0.010000,10564
13526,8,72,0.010000,10564
13527,16,148,0.010000,10564
13528,9,74,0.010000,10565
13529,19,170,0.010000,10566
13530,10,63,0.010000,10567
13531,14,104,0.010000,10568
13532,20,175,0.010000,10568
13533,12,105,0.010000,10569
13534,6,66,0.010000,10569
13535,8,78,0.010000,10569
13536,28,219,0.010000,10569
13537,18,142,0.010000,10569
13538,10,65,0.010000,10569
13539,3,18,0.010000,10569
13540,7,48,0.010000,10569
13541,15,124,0.010000,10570
13542,12,110,0.010000,10570
13543,21,175,0.010000,10570
13544,20,187,0.010000,10570
13545,16,136,0.010000,10570
13546,17,139,0.010000,10570
13547,12,103,0.010000,10571
13548,18,144,0.010000,10571
13549,25,240,0.010000,10572
13550,15,127,0.010000,10572
13551,16,138,0.010000,10572
13552,15,132,0.010000,10572
13553,21,161,0.010000,10573
13554,8,65,0.010000,10573
13555,8,55,0.010000,10573
13556,16,143,0.010000,10573
13557,9,64,0.010000,10573
13558,17,158,0.010000,10573
13559,2,19,0.010000,10573
13560,17,136,0.010000,10574
13561,21,182,0.010000,10574
13562,11,96,0.010000,10574
13563,3,20,0.010000,10574
13564,13,110,0.010000,10574
13565,9,65,0.010000,10574
13566,17,139,0.010000,10575
13567,12,101,0.010000,10575
13568,15,136,0.010000,10576
13569,9,82,0.010000,10577
13570,17,138,0.010000,10578
13571,6,42,0.010000,10579
13572,11,73,0.010000,10580
13573,22,167,0.010000,10581
13574,14,101,0.010000,10581
13575,18,127,0.010000,10581
13576,18,140,0.010000,10581
13577,17,152,0.010000,10581
13578,14,113,0.010000,10581
13579,15,131,0.010000,10581
13580,12,99,0.010000,10581
13581,16,116,0.010000,10581
13582,21,175,0.010000,10582
13583,14,99,0.010000,10582
13584,6,56,0.010000,10582
13585,15,98,0.010000,10583
13586,9,62,0.010000,10583
13587,15,125,0.010000,10583
13588,20,164,0.010000,10584
13589,15,129,0.010000,10584
13590,12,82,0.010000,10584
13591,13,103,0.010000,10585
13592,18,128,0.010000,10586
13593,9,69,0.010000,10587
13594,12,91,0.010000,10587
13595,19,126,0.010000,10587
13596,18,121,0.010000,10587
13597,25,245,0.010000,10589
13598,17,121,0.010000,10589
13599,14,92,0.010000,10590
13600,8,65,0.010000,10590
13601,13,108,0.010000,10590
13602,27,245,0.010000,10591
13603,7,59,0.010000,10592
13604,24,212,0.010000,10592
13605,13,105,0.010000,10592
13606,19,129,0.010000,10592
13607,17,120,0.010000,10592
13608,19,162,0.010000,10593
13609,13,122,0.010000,10593
13610,22,243,0.010000,10593
13611,26,209,0.010000,10593
13612,3,13,0.010000,10593
13613,13,100,0.010000,10593
13614,18,125,0.010000,10593
13615,22,176,0.010000,10593
13616,8,84,0.010000,10594
13617,8,59,0.010000,10594
13618,9,87,0.010000,10594
13619,15,122,0.010000,10594
13620,6,38,0.010000,10595
13621,12,111,0.010000,10595
13622,26,209,0.010000,10595
13623,13,85,0.010000,10597
13624,9,71,0.010000,10598
13625,19,163,0.010000,10598
13626,22,163,0.010000,10598
13627,11,82,0.010000,10598
13628,17,123,0.010000,10599
13629,25,230,0.010000,10599
13630,18,175,0.010000,10600
13631,15,112,0.010000,10601
13632,13,109,0.010000,10602
13633,10,87,0.010000,10602
13634,9,73,0.010000,10603
13635,17,161,0.010000,10603
13636,9,76,0.010000,10604
13637,26,188,0.010000,10604
13638,6,62,0.010000,10604
13639,5,46,0.010000,10604
13640,19,151,0.010000,10604
13641,9,68,0.010000,10605
13642,10,80,0.010000,10606
13643,13,112,0.010000,10608
13644,23,171,0.010000,10609
13645,17,129,0.010000,10610
13646,12,80,0.010000,10610
13647,8,61,0.010000,10610
13648,22,191,0.010000,10610
13649,11,77,0.010000,10610
13650,16,111,0.010000,10610
13651,18,148,0.010000,10610
13652,18,137,0.010000,10610
13653,8,71,0.010000,10610
13654,13,104,0.010000,10611
13655,20,165,0.010000,10611
13656,14,95,0.010000,10611
13657,19,164,0.010000,10612
13658,10,69,0.010000,10612
13659,17,141,0.010000,10613
13660,8,57,0.010000,10613
13661,16,143,0.010000,10614
13662,12,94,0.010000,10614
13663,12,96,0.010000,10614
13664,21,187,0.010000,10614
13665,12,90,0.010000,10614
13666,8,53,0.010000,10615
13667,10,78,0.010000,10615
13668,17,129,0.010000,10615
13669,7,42,0.010000,10615
13670,13,108,0.010000,10615
13671,12,109,0.010000,10615
13672,6,42,0.010000,10616
13673,15,118,0.010000,10616
13674,17,165,0.010000,10617
13675,6,68,0.010000,10617
13676,35,333,0.010000,10618
13677,19,142,0.010000,10618
13678,10,84,0.010000,10618
13679,17,131,0.010000,10619
13680,22,183,0.010000,10619
13681,13,106,0.010000,10620
13682,17,116,0.010000,10621
13683,18,167,0.010000,10623
13684,15,118,0.010000,10623
13685,12,97,0.010000,10623
13686,11,92,0.010000,10623
13687,12,110,0.010000,10623
13688,7,50,0.010000,10623
13689,15,99,0.010000,10623
13690,10,85,0.010000,10623
13691,19,129,0.010000,10624
13692,18,137,0.010000,10625
13693,8,44,0.010000,10626
13694,9,70,0.010000,10626
13695,2,13,0.010000,10626
13696,21,180,0.010000,10626
13697,16,130,0.010000,10626
13698,9,69,0.010000,10627
13699,22,186,0.010000,10628
13700,10,78,0.010000,10628
13701,19,181,0.010000,10628
13702,14,96,0.010000,10629
13703,30,287,0.010000,10631
13704,12,109,0.010000,10631
13705,13,101,0.010000,10632
13706,12,79,0.010000,10632
13707,13,118,0.010000,10632
13708,12,91,0.010000,10632
13709,17,141,0.010000,10633
13710,22,184,0.010000,10634
13711,3,33,0.010000,10634
13712,15,137,0.010000,10635
13713,9,78,0.010000,10635
13714,21,173,0.010000,10635
13715,7,39,0.010000,10635
13716,1,8,0.010000,10635
13717,18,172,0.010000,10635
13718,24,213,0.010000,10636
13719,13,91,0.010000,10636
13720,27,255,0.010000,10636
13721,11,83,0.010000,10636
13722,9,71,0.010000,10637
13723,10,85,0.010000,10637
13724,17,135,0.010000,10637
13725,18,138,0.010000,10637
13726,14,121,0.010000,10637
13727,19,171,0.010000,10637
13728,4,20,0.010000,10637
13729,9,60,0.010000,10637
13730,8,74,0.010000,10637
13731,15,107,0.010000,10637
13732,26,206,0.010000,10638
13733,4,30,0.010000,10638
13734,18,174,0.010000,10638
13735,12,119,0.010000,10638
13736,18,159,0.010000,10639
13737,20,153,0.010000,10640
13738,18,144,0.010000,10640
13739,14,149,0.010000,10640
13740,17,161,0.010000,10640
13741,11,81,0.010000,10640
13742,18,170,0.010000,10640
13743,13,87,0.010000,10640
13744,18,127,0.010000,10640
13745,28,232,0.010000,10640
13746,5,50,0.010000,10640
13747,20,163,0.010000,10640
13748,19,175,0.010000,10640
13749,9,59,0.010000,10640
13750,16,122,0.010000,10640
13751,6,45,0.010000,10640
13752,19,174,0.010000,10640
13753,10,95,0.010000,10640
13754,10,71,0.010000,10640
13755,10,74,0.010000,10641
13756,27,220,0.010000,10642
13757,10,71,0.010000,10642
13758,18,162,0.010000,10642
13759,15,165,0.010000,10642
13760,8,59,0.010000,10642
13761,15,124,0.010000,10642
13762,24,231,0.010000,10642
13763,14,110,0.010000,10642
13764,8,73,0.010000,10643
13765,11,72,0.010000,10643
13766,18,174,0.010000,10643
13767,17,148,0.010000,10643
13768,19,186,0.010000,10645
13769,11,80,0.010000,10645
13770,12,103,0.010000,10645
13771,11,104,0.010000,10645
13772,15,119,0.010000,10645
13773,19,121,0.010000,10646
13774,13,114,0.010000,10647
13775,23,169,0.010000,10648
13776,5,55,0.010000,10649
13777,8,48,0.010000,10650
13778,3,11,0.010000,10650
13779,24,220,0.010000,10651
13780,20,132,0.010000,10651
13781,11,96,0.010000,10651
13782,16,152,0.010000,10651
13783,9,67,0.010000,10652
13784,23,224,0.010000,10652
13785,6,40,0.010000,10652
13786,20,170,0.010000,10652
13787,24,195,0.010000,10652
13788,12,108,0.010000,10654
13789,22,186,0.010000,10655
13790,10,58,0.010000,10655
13791,10,41,0.010000,10656
13792,9,82,0.010000,10656
13793,19,162,0.010000,10656
13794,5,44,0.010000,10657
13795,19,162,0.010000,10657
13796,16,109,0.010000,10657
13797,4,31,0.010000,10657
13798,11,95,0.010000,10657
13799,10,110,0.010000,10658
13800,16,143,0.010000,10661
13801,20,167,0.010000,10661
13802,18,168,0.010000,10663
13803,19,154,0.010000,10663
13804,19,181,0.010000,10663
13805,13,95,0.010000,10663
13806,13,117,0.010000,10664
13807,13,94,0.010000,10664
13808,15,105,0.010000,10664
13809,9,65,0.010000,10664
13810,19,140,0.010000,10664
13811,0,7,0.010000,10664
13812,10,70,0.010000,10664
13813,19,156,0.010000,10665
13814,19,157,0.010000,10665
13815,10,76,0.010000,10665
13816,22,195,0.010000,10666
13817,6,39,0.010000,10666
13818,18,142,0.010000,10667
13819,20,151,0.010000,10668
13820,14,127,0.010000,10668
13821,16,115,0.010000,10669
13822,21,187,0.010000,10669
13823,18,133,0.010000,10669
13824,24,201,0.010000,10670
13825,16,127,0.010000,10670
13826,11,78,0.010000,10670
13827,14,93,0.010000,10670
13828,9,73,0.010000,10670
13829,23,181,0.010000,10670
13830,9,69,0.010000,10670
13831,11,100,0.010000,10670
13832,8,78,0.010000,10670
13833,16,155,0.010000,10670
13834,10,84,0.010000,10670
13835,15,109,0.010000,10670
13836,16,128,0.010000,10670
13837,26,229,0.010000,10672
13838,9,62,0.010000,10673
13839,22,188,0.010000,10673
13840,18,191,0.010000,10673
13841,10,65,0.010000,10673
13842,16,145,0.010000,10674
13843,6,41,0.010000,10674
13844,14,113,0.010000,10674
13845,6,31,0.010000,10674
13846,15,119,0.010000,10675
13847,14,126,0.010000,10676
13848,23,187,0.010000,10676
13849,19,155,0.010000,10676
13850,13,97,0.010000,10676
13851,15,123,0.010000,10677
13852,28,250,0.010000,10677
13853,11,94,0.010000,10677
13854,12,114,0.010000,10677
13855,21,163,0.010000,10677
13856,15,102,0.010000,10677
13857,17,145,0.010000,10677
13858,14,127,0.010000,10679
13859,19,147,0.010000,10680
13860,23,194,0.010000,10680
13861,9,63,0.010000,10680
13862,18,175,0.010000,10680
13863,17,119,0.010000,10680
13864,20,154,0.010000,10680
13865,9,78,0.010000,10680
13866,11,66,0.010000,10680
13867,22,170,0.010000,10680
13868,17,173,0.010000,10681
13869,20,188,0.010000,10683
13870,5,26,0.010000,10684
13871,10,71,0.010000,10684
13872,12,120,0.010000,10684
13873,9,63,0.010000,10685
13874,6,60,0.010000,10685
13875,15,140,0.010000,10685
13876,19,144,0.010000,10685
13877,23,172,0.010000,10685
13878,16,127,0.010000,10685
13879,8,54,0.010000,10685
13880,11,83,0.010000,10685
13881,12,94,0.010000,10685
13882,16,116,0.010000,10685
13883,15,126,0.010000,10685
13884,15,108,0.010000,10685
13885,15,103,0.010000,10685
13886,8,58,0.010000,10685
13887,13,85,0.010000,10685
13888,12,89,0.010000,10685
13889,9,73,0.010000,10686
13890,11,102,0.010000,10686
13891,14,118,0.010000,10686
13892,12,86,0.010000,10686
13893,4,34,0.010000,10686
13894,11,106,0.010000,10686
13895,7,62,0.010000,10687
13896,20,194,0.010000,10687
13897,20,181,0.010000,10687
13898,16,165,0.010000,10687
13899,27,292,0.010000,10688
13900,24,170,0.010000,10689
13901,12,116,0.010000,10689
13902,20,197,0.010000,10689
13903,21,161,0.010000,10689
13904,15,111,0.010000,10689
13905,7,48,0.010000,10689
13906,12,99,0.010000,10689
13907,11,102,0.010000,10689
13908,15,104,0.010000,10689
13909,18,127,0.010000,10689
13910,13,110,0.010000,10689
13911,8,77,0.010000,10689
13912,15,97,0.010000,10689
13913,25,197,0.010000,10689
13914,13,94,0.010000,10690
13915,7,62,0.010000,10691
13916,15,123,0.010000,10691
13917,17,150,0.010000,10691
13918,19,144,0.010000,10692
13919,13,105,0.010000,10692
13920,12,88,0.010000,10693
13921,4,27,0.010000,10693
13922,18,127,0.010000,10695
13923,15,127,0.010000,10695
13924,13,92,0.010000,10695
13925,13,123,0.010000,10696
13926,16,121,0.010000,10696
13927,13,96,0.010000,10697
13928,16,104,0.010000,10697
13929,16,144,0.010000,10697
13930,8,45,0.010000,10697
13931,17,196,0.010000,10697
13932,18,188,0.010000,10698
13933,19,168,0.010000,10699
13934,4,34,0.010000,10699
13935,14,109,0.010000,10700
13936,19,144,0.010000,10700
13937,17,162,0.010000,10700
13938,14,105,0.010000,10700
13939,18,134,0.010000,10702
13940,6,39,0.010000,10702
13941,19,143,0.010000,10702
13942,14,121,0.010000,10702
13943,7,61,0.010000,10702
13944,20,185,0.010000,10702
13945,19,131,0.010000,10702
13946,14,131,0.010000,10702
13947,18,121,0.010000,10702
13948,15,127,0.010000,10702
13949,18,158,0.010000,10702
13950,7,83,0.010000,10702
13951,19,138,0.010000,10702
13952,18,136,0.010000,10702
13953,7,49,0.010000,10703
13954,11,60,0.010000,10703
13955,4,18,0.010000,10704
13956,10,97,0.010000,10704
13957,16,122,0.010000,10704
13958,17,140,0.010000,10704
13959,18,119,0.010000,10704
13960,21,225,0.010000,10704
13961,8,42,0.010000,10704
13962,20,182,0.010000,10704
13963,19,144,0.010000,10704
13964,8,44,0.010000,10704
13965,20,157,0.010000,10704
13966,17,146,0.010000,10704
13967,12,91,0.010000,10704
13968,20,180,0.010000,10705
13969,16,138,0.010000,10705
13970,11,76,0.010000,10705
13971,19,161,0.010000,10705
13972,5,44,0.010000,10705
13973,16,123,0.010000,10705
13974,8,47,0.010000,10705
13975,4,24,0.010000,10705
13976,14,120,0.010000,10705
13977,13,78,0.010000,10706
13978,14,131,0.010000,10706
13979,22,205,0.010000,10706
13980,14,125,0.010000,10706
13981,20,145,0.010000,10706
13982,7,51,0.010000,10706
13983,25,221,0.010000,10706
13984,11,55,0.010000,10706
13985,7,43,0.010000,10707
13986,13,110,0.010000,10707
13987,23,160,0.010000,10707
13988,17,123,0.010000,10707
13989,14,124,0.010000,10707
13990,24,219,0.010000,10707
13991,23,225,0.010000,10710
13992,4,26,0.010000,10710
13993,16,119,0.010000,10711
13994,23,236,0.010000,10711
13995,16,116,0.010000,10711
13996,24,193,0.010000,10712
13997,4,26,0.010000,10712
13998,15,117,0.010000,10712
13999,10,97,0.010000,10713
14000,14,141,0.010000,10713
14001,5,53,0.010000,10715
14002,19,135,0.010000,10715
14003,17,142,0.010000,10715
14004,13,106,0.010000,10716
14005,8,54,0.010000,10716
14006,29,255,0.010000,10717
14007,21,157,0.010000,10717
14008,21,183,0.010000,10717
14009,18,145,0.010000,10717
14010,10,78,0.010000,10718
14011,24,224,0.010000,10719
14012,8,71,0.010000,10719
14013,9,78,0.010000,10719
14014,3,28,0.010000,10720
14015,20,158,0.010000,10720
14016,18,169,0.010000,10720
14017,8,61,0.010000,10721
14018,22,166,0.010000,10723
14019,17,162,0.010000,10724
14020,11,89,0.010000,10724
14021,13,92,0.010000,10724
14022,12,119,0.010000,10724
14023,6,48,0.010000,10725
14024,14,99,0.010000,10725
14025,7,44,0.010000,10725
14026,12,81,0.010000,10726
14027,22,208,0.010000,10728
14028,8,71,0.010000,10728
14029,10,77,0.010000,10728
14030,16,135,0.010000,10728
14031,24,205,0.010000,10729
14032,11,80,0.010000,10729
14033,14,135,0.010000,10730
14034,17,138,0.010000,10731
14035,15,135,0.010000,10732
14036,18,146,0.010000,10732
14037,7,49,0.010000,10732
14038,21,174,0.010000,10733
14039,11,70,0.010000,10734
14040,12,94,0.010000,10734
14041,18,161,0.010000,10735
14042,12,80,0.010000,10735
14043,11,89,0.010000,10735
14044,20,148,0.010000,10735
14045,24,201,0.010000,10735
14046,8,46,0.010000,10735
14047,11,90,0.010000,10735
14048,18,148,0.010000,10735
14049,25,191,0.010000,10735
14050,17,158,0.010000,10736
14051,8,69,0.010000,10736
14052,6,40,0.010000,10736
14053,19,126,0.010000,10737
14054,18,142,0.010000,10738
14055,18,142,0.010000,10738
14056,12,99,0.010000,10739
14057,3,21,0.010000,10741
14058,22,164,0.010000,10742
14059,9,67,0.010000,10742
14060,4,28,0.010000,10742
14061,13,94,0.010000,10742
14062,24,203,0.010000,10742
14063,9,65,0.010000,10742
14064,12,94,0.010000,10742
14065,26,231,0.010000,10743
14066,22,181,0.010000,10744
14067,11,115,0.010000,10745
14068,9,62,0.010000,10745
14069,3,28,0.010000,10745
14070,21,169,0.010000,10745
14071,11,79,0.010000,10746
14072,22,225,0.010000,10746
14073,7,46,0.010000,10746
14074,16,108,0.010000,10747
14075,20,156,0.010000,10747
14076,14,118,0.010000,10747
14077,15,110,0.010000,10747
14078,14,119,0.010000,10749
14079,12,83,0.010000,10749
14080,18,112,0.010000,10749
14081,10,81,0.010000,10749
14082,23,229,0.010000,10749
14083,25,176,0.010000,10751
14084,18,119,0.010000,10751
14085,5,34,0.010000,10751
14086,12,103,0.010000,10751
14087,15,101,0.010000,10752
14088,6,36,0.010000,10752
14089,10,61,0.010000,10753
14090,5,36,0.010000,10753
14091,16,140,0.010000,10753
14092,13,113,0.010000,10753
14093,11,79,0.010000,10753
14094,21,174,0.010000,10753
14095,11,79,0.010000,10753
14096,16,118,0.010000,10753
14097,13,93,0.010000,10754
14098,9,57,0.010000,10754
14099,6,48,0.010000,10754
14100,16,116,0.010000,10754
14101,6,52,0.010000,10754
14102,11,83,0.010000,10754
14103,12,116,0.010000,10755
14104,12,95,0.010000,10755
14105,23,186,0.010000,10755
14106,24,242,0.010000,10755
14107,19,142,0.010000,10756
14108,10,72,0.010000,10756
14109,10,79,0.010000,10758
14110,16,88,0.010000,10760
14111,23,211,0.010000,10760
14112,16,136,0.010000,10760
14113,22,169,0.010000,10760
14114,16,128,0.010000,10760
14115,19,116,0.010000,10761
14116,22,211,0.010000,10761
14117,24,208,0.010000,10761
14118,11,88,0.010000,10761
14119,19,164,0.010000,10761
14120,19,175,0.010000,10761
14121,27,300,0.010000,10761
14122,18,156,0.010000,10761
14123,16,122,0.010000,10761
14124,17,155,0.010000,10761
14125,16,120,0.010000,10762
14126,7,49,0.010000,10763
14127,13,108,0.010000,10763
14128,13,110,0.010000,10765
14129,7,53,0.010000,10765
14130,8,65,0.010000,10766
14131,23,208,0.010000,10767
14132,19,151,0.010000,10768
14133,10,86,0.010000,10768
14134,14,101,0.010000,10769
14135,14,125,0.010000,10769
14136,15,99,0.010000,10769
14137,21,180,0.010000,10769
14138,10,88,0.010000,10769
14139,23,184,0.010000,10769
14140,16,110,0.010000,10769
14141,25,191,0.010000,10770
14142,18,155,0.010000,10770
14143,18,156,0.010000,10770
14144,13,122,0.010000,10770
14145,16,153,0.010000,10770
14146,22,172,0.010000,10770
14147,17,149,0.010000,10770
14148,17,132,0.010000,10770
14149,20,162,0.010000,10770
14150,16,124,0.010000,10770
14151,20,133,0.010000,10771
14152,15,114,0.010000,10772
14153,6,53,0.010000,10772
14154,20,190,0.010000,10772
14155,2,16,0.010000,10772
14156,17,131,0.010000,10772
14157,10,82,0.010000,10772
14158,18,138,0.010000,10772
14159,10,84,0.010000,10772
14160,17,122,0.010000,10772
14161,22,192,0.010000,10772
14162,21,167,0.010000,10772
14163,12,94,0.010000,10772
14164,10,104,0.010000,10772
14165,17,139,0.010000,10773
14166,15,90,0.010000,10774
14167,17,144,0.010000,10774
14168,9,66,0.010000,10774
14169,7,64,0.010000,10774
14170,12,79,0.010000,10775
14171,17,139,0.010000,10776
14172,4,36,0.010000,10777
14173,26,236,0.010000,10777
14174,17,144,0.010000,10777
14175,11,78,0.010000,10777
14176,12,83,0.010000,10778
14177,18,133,0.010000,10779
14178,9,65,0.010000,10780
14179,15,129,0.010000,10780
14180,8,77,0.010000,10780
14181,18,142,0.010000,10780
14182,22,205,0.010000,10780
14183,17,142,0.010000,10780
14184,10,86,0.010000,10780
14185,21,151,0.010000,10780
14186,22,225,0.010000,10780
14187,16,125,0.010000,10781
14188,18,134,0.010000,10781
14189,24,163,0.010000,10782
14190,8,80,0.010000,10782
14191,18,167,0.010000,10785
14192,17,155,0.010000,10786
14193,19,167,0.010000,10786
14194,12,90,0.010000,10787
14195,18,125,0.010000,10787
14196,17,171,0.010000,10787
14197,5,45,0.010000,10787
14198,15,108,0.010000,10788
14199,12,101,0.010000,10788
14200,10,77,0.010000,10789
14201,20,175,0.010000,10789
14202,18,148,0.010000,10789
14203,13,87,0.010000,10789
14204,15,127,0.010000,10789
14205,14,116,0.010000,10789
14206,8,49,0.010000,10789
14207,17,118,0.010000,10790
14208,11,77,0.010000,10791
14209,20,147,0.010000,10791
14210,14,112,0.010000,10791
14211,22,186,0.010000,10793
14212,15,108,0.010000,10794
14213,14,124,0.010000,10796
14214,11,68,0.010000,10796
14215,25,158,0.010000,10797
14216,13,104,0.010000,10797
14217,15,115,0.010000,10798
14218,19,167,0.010000,10798
14219,21,172,0.010000,10799
14220,16,131,0.010000,10800
14221,18,160,0.010000,10800
14222,15,148,0.010000,10800
14223,16,142,0.010000,10800
14224,10,86,0.010000,10801
14225,15,129,0.010000,10802
14226,13,127,0.010000,10802
14227,17,145,0.010000,10804
14228,8,60,0.010000,10804
14229,13,92,0.010000,10804
14230,14,81,0.010000,10804
14231,22,211,0.010000,10804
14232,17,135,0.010000,10804
14233,12,119,0.010000,10804
14234,13,135,0.010000,10805
14235,11,60,0.010000,10806
14236,7,50,0.010000,10806
14237,15,111,0.010000,10806
14238,9,90,0.010000,10806
14239,3,17,0.010000,10806
14240,13,110,0.010000,10806
14241,21,144,0.010000,10806
14242,4,21,0.010000,10806
14243,6,36,0.010000,10808
14244,24,193,0.010000,10808
14245,6,49,0.010000,10808
14246,15,115,0.010000,10808
14247,16,124,0.010000,10809
14248,11,72,0.010000,10810
14249,16,128,0.010000,10811
14250,5,39,0.010000,10811
14251,7,38,0.010000,10811
14252,23,188,0.010000,10811
14253,15,117,0.010000,10811
14254,12,78,0.010000,10811
14255,15,128,0.010000,10811
14256,12,97,0.010000,10811
14257,13,65,0.010000,10811
14258,6,56,0.010000,10811
14259,25,206,0.010000,10813
14260,10,83,0.010000,10813
14261,14,92,0.010000,10813
14262,21,182,0.010000,10815
14263,15,162,0.010000,10815
14264,27,236,0.010000,10815
14265,14,108,0.010000,10815
14266,17,140,0.010000,10815
14267,6,50,0.010000,10816
14268,10,76,0.010000,10816
14269,12,97,0.010000,10816
14270,19,177,0.010000,10816
14271,33,331,0.010000,10817
14272,22,180,0.010000,10817
14273,25,206,0.010000,10817
14274,4,34,0.010000,10817
14275,15,118,0.010000,10817
14276,24,215,0.010000,10817
14277,24,243,0.010000,10817
14278,28,259,0.010000,10819
14279,15,139,0.010000,10819
14280,12,75,0.010000,10819
14281,18,136,0.010000,10820
14282,22,219,0.010000,10820
14283,16,141,0.010000,10820
14284,18,137,0.010000,10820
14285,5,21,0.010000,10820
14286,14,109,0.010000,10820
14287,9,54,0.010000,10820
14288,6,57,0.010000,10820
14289,13,130,0.010000,10821
14290,10,77,0.010000,10821
14291,8,68,0.010000,10822
14292,16,116,0.010000,10822
14293,18,154,0.010000,10822
14294,24,205,0.010000,10822
14295,8,65,0.010000,10822
14296,13,91,0.010000,10822
14297,5,43,0.010000,10822
14298,16,127,0.010000,10822
14299,11,96,0.010000,10822
14300,22,170,0.010000,10822
14301,19,157,0.010000,10822
14302,7,47,0.010000,10822
14303,12,109,0.010000,10822
14304,6,41,0.010000,10822
14305,16,126,0.010000,10822
14306,19,149,0.010000,10823
14307,24,193,0.010000,10823
14308,6,57,0.010000,10823
14309,15,134,0.010000,10823
14310,16,112,0.010000,10824
14311,14,94,0.010000,10824
14312,19,173,0.010000,10824
14313,15,110,0.010000,10825
14314,21,186,0.010000,10825
14315,7,68,0.010000,10825
14316,11,83,0.010000,10825
14317,13,115,0.010000,10825
14318,19,149,0.010000,10826
14319,10,107,0.010000,10827
14320,11,97,0.010000,10827
14321,14,133,0.010000,10827
14322,24,189,0.010000,10828
14323,13,92,0.010000,10830
14324,21,164,0.010000,10831
14325,14,124,0.010000,10831
14326,15,95,0.010000,10831
14327,20,170,0.010000,10831
14328,14,110,0.010000,10832
14329,18,126,0.010000,10832
14330,12,110,0.010000,10834
14331,11,83,0.010000,10834
14332,7,42,0.010000,10834
14333,15,124,0.010000,10834
14334,13,94,0.010000,10836
14335,24,222,0.010000,10836
14336,18,137,0.010000,10837
14337,23,175,0.010000,10837
14338,21,162,0.010000,10837
14339,17,156,0.010000,10837
14340,15,109,0.010000,10837
14341,8,50,0.010000,10837
14342,11,100,0.010000,10837
14343,16,166,0.010000,10837
14344,26,235,0.010000,10838
14345,15,120,0.010000,10838
14346,23,197,0.010000,10841
14347,28,241,0.010000,10842
14348,16,99,0.010000,10843
14349,21,148,0.010000,10843
14350,17,147,0.010000,10843
14351,15,124,0.010000,10844
14352,12,120,0.010000,10844
14353,19,124,0.010000,10845
14354,16,138,0.010000,10845
14355,9,64,0.010000,10846
14356,15,120,0.010000,10846
14357,12,94,0.010000,10846
14358,15,109,0.010000,10847
14359,8,79,0.010000,10847
14360,5,31,0.010000,10847
14361,18,154,0.010000,10847
14362,31,261,0.010000,10847
14363,20,178,0.010000,10847
14364,6,49,0.010000,10847
14365,17,149,0.010000,10847
14366,20,184,0.010000,10848
14367,8,62,0.010000,10848
14368,13,85,0.010000,10848
14369,18,180,0.010000,10849
14370,16,121,0.010000,10849
14371,21,168,0.010000,10850
14372,17,109,0.010000,10851
14373,12,75,0.010000,10851
14374,22,216,0.010000,10851
14375,23,195,0.010000,10852
14376,12,73,0.010000,10852
14377,12,89,0.010000,10852
14378,6,38,0.010000,10852
14379,9,86,0.010000,10852
14380,15,123,0.010000,10852
14381,13,114,0.010000,10853
14382,11,108,0.010000,10853
14383,18,121,0.010000,10854
14384,15,139,0.010000,10854
14385,13,92,0.010000,10854
14386,18,154,0.010000,10854
